spec,line_no,class,section,story,requirement_id,raw_line
SBC,304,REQ-DEF,Requirements,8,S8-R12,"- **S8-R12:** Each invoice detail row shows the invoice number (as a link, see Story 9), the invoice date, and the per-invoice Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %, and Subtotal."
SBC,305,REQ-DEF,Requirements,8,S8-R12a,"- **S8-R12a:** The invoice date on screen shows in the format ""Mon DD YYYY"" — for example, May 14 2026."
SBC,306,REQ-DEF,Requirements,8,S8-R13,"- **S8-R13:** An asset's invoice subtotals sum exactly to that asset's row total, and a customer's asset subtotals sum exactly to the customer's row total."
SBC,307,REQ-DEF,Requirements,8,S8-R14,- **S8-R14 (lazy drill-down):** A customer's asset and invoice rows are fetched from the server the first time that customer is expanded; they are not preloaded with the customer summary rows. Expanding a customer that has not been expanded in the current view triggers that fetch.
SBC,308,REQ-DEF,Requirements,8,S8-R15,"- **S8-R15:** Each chevron toggles back to collapsed on a second activation, and each customer's and each asset's expansion state is independent."
SBC,309,REQ-DEF,Requirements,8,S8-R16,"- **S8-R16:** A header-row chevron expands every customer on the current page in one action, and collapses them all when activated again. Because each customer's asset and invoice rows are fetched lazily on expand (S8-R14), expanding all triggers at most one drill-down fetch per not-yet-expanded customer on the current page — a bounded number of fetches never exceeding the page size; it does not fetch customers beyond the current page or the whole result set."
SBC,310,REQ-DEF,Requirements,8,S8-R17,"- **S8-R17:** The header-row chevron shows the ""expand"" icon when at least one visible customer is collapsed, and the ""collapse"" icon when all visible customers are expanded."
SBC,311,REQ-DEF,Requirements,8,S8-R18,"- **S8-R18:** Hovering the header-row chevron shows an ""Expand all"" or ""Collapse all"" tooltip that matches its current action."
SBC,312,REQ-DEF,Requirements,8,S8-R19,- **S8-R19:** The header-row chevron acts on the currently visible customers only.
SBC,313,REQ-DEF,Requirements,8,S8-R20,"- **S8-R20:** Any change that re-fetches customer rows from the server — the date range, Product Type, location, the Customer filter, or the sort — collapses all expanded rows."
SBC,314,REQ-DEF,Requirements,8,S8-R21,"- **S8-R21:** Typing in the Customer filter's type-ahead — which only narrows the filter's own dropdown list, not the table — does not collapse expanded rows."
SBC,315,REQ-DEF,Requirements,8,S8-R22,- **S8-R22:** Reloading the browser clears all expansion state.
SBC,317,LABEL,Requirements,8,,**Negative cases:**
SBC,319,REQ-DEF,Requirements,8,S8-N1,- **S8-N1:** The header-row chevron is hidden when the table has no visible rows.
SBC,321,LABEL,Requirements,8,,**Edge cases:**
SBC,323,REQ-DEF,Requirements,8,S8-E1,- **S8-E1:** An asset with a single invoice can still be expanded; one invoice detail row is shown.
SBC,324,REQ-DEF,Requirements,8,S8-E2,"- **S8-E2:** A customer with only no-vehicle work shows a single ""Parts Sales"" row and no vehicle rows."
SBC,325,REQ-DEF,Requirements,8,S8-E3,"- **S8-E3:** No-vehicle work collects under ""Parts Sales"" based on the absence of a vehicle, not on the invoice-number prefix; a service (S) invoice with no vehicle therefore also appears in that customer's ""Parts Sales"" row."
SBC,327,HEADING,Requirements,9,,### Story 9: Open an invoice
SBC,329,STORY-INTRO,Requirements,9,,Click into an invoice from the report without losing filters or expansion.
SBC,331,LABEL,Requirements,9,,**Design:** See Story 20 **Jira:** TBD
SBC,333,LABEL,Requirements,9,,**Prerequisites:**
SBC,335,PREREQ,Requirements,9,,- User has expanded an asset and is viewing invoice detail rows.
SBC,337,LABEL,Requirements,9,,**Requirements:**
SBC,339,REQ-DEF,Requirements,9,S9-R1,- **S9-R1:** Each invoice number on a detail row is a clickable link.
SBC,340,REQ-DEF,Requirements,9,S9-R2,- **S9-R2:** Activating the link opens the invoice in the same browser tab.
SBC,341,REQ-DEF,Requirements,9,S9-R2a,- **S9-R2a:** A service invoice opens the associated work order's Finance tab.
SBC,342,REQ-DEF,Requirements,9,S9-R2b,- **S9-R2b:** A parts invoice opens the associated part sale's Part Requests tab.
SBC,343,REQ-DEF,Requirements,9,S9-R3,"- **S9-R3:** Before navigating, the active date range and Product Type are written to the page link so the report can be restored."
SBC,344,REQ-DEF,Requirements,9,S9-R4,"- **S9-R4:** Pressing the browser back button returns to the report with its filters, sort, and columns restored; expanded rows are shown collapsed again (expansion is not restored)."
SBC,345,REQ-DEF,Requirements,9,S9-R5,"- **S9-R5:** The customer name on each summary row is plain text, not a link."
SBC,346,REQ-DEF,Requirements,9,S9-R6,"- **S9-R6:** The invoice number link is shown in the application's primary color at rest, on hover, and after it has been clicked."
SBC,347,REQ-DEF,Requirements,9,S9-R7,"- **S9-R7:** The invoice number link has no underline at rest, on hover, or after it has been clicked."
SBC,348,REQ-DEF,Requirements,9,S9-R8,- **S9-R8:** The invoice number link never recolors to the browser's visited-link color.
SBC,350,LABEL,Requirements,9,,**Negative cases:**
SBC,352,REQ-DEF,Requirements,9,S9-N1,"- **S9-N1:** If the underlying invoice has been deleted or reversed after the report loaded, the destination page shows the application's standard ""not found"" state; the user can press back to return to the report."
SBC,353,REQ-DEF,Requirements,9,S9-N2,"- **S9-N2:** If the user lacks permission to open the destination invoice, the destination page shows the application's standard access-denied state; the user can press back to return to the report."
SBC,355,HEADING,Requirements,10,,### Story 10: Sort the report
SBC,357,STORY-INTRO,Requirements,10,,Rank customers by any meaningful column.
SBC,359,LABEL,Requirements,10,,**Design:** See Story 20 **Jira:** TBD
SBC,361,LABEL,Requirements,10,,**Prerequisites:**
SBC,363,PREREQ,Requirements,10,,- User is on the Sales By Customer report with at least one customer in the set of customers.
SBC,365,LABEL,Requirements,10,,**Requirements:**
SBC,367,REQ-DEF,Requirements,10,S10-R1,- **S10-R1:** Every column is sortable except the chevron column.
SBC,368,REQ-DEF,Requirements,10,S10-R2,- **S10-R2:** Text columns sort alphabetically; numeric columns sort by value.
SBC,369,REQ-DEF,Requirements,10,S10-R3,- **S10-R3:** A missing value sorts to the bottom in ascending order and to the top in descending order; a Margin % em-dash cell (S7-R12) counts as a missing value.
SBC,370,REQ-DEF,Requirements,10,S10-R4,"- **S10-R4:** The default sort on first load is Customer name, ascending, case-insensitive."
SBC,371,REQ-DEF,Requirements,10,S10-R5,"- **S10-R5:** Sorting by the Date column orders customer rows by each customer's most recent invoice date, even though the Date cell is blank on customer rows."
SBC,372,REQ-DEF,Requirements,10,S10-R6,- **S10-R6:** Sorting reorders only the customer summary rows; asset rows keep their own order (per S8-R6a) and invoice rows keep their order under their asset.
SBC,373,REQ-DEF,Requirements,10,S10-R7,- **S10-R7:** Clicking a column header replaces the default with that column's sort.
SBC,374,REQ-DEF,Requirements,10,S10-R8,- **S10-R8:** Sorting is applied on the server. Clicking a column header re-fetches the customer rows ordered by that column and returns the first page of results in the new order.
SBC,375,REQ-DEF,Requirements,10,S10-R8a,"- **S10-R8a:** Because sorting re-fetches from the server, changing the sort collapses any expanded customer rows; a customer's assets and invoices are re-fetched lazily on the next expand (Story 8)."
SBC,376,REQ-DEF,Requirements,10,S10-R8b,"- **S10-R8b:** The full filtered set of customers is re-ordered on the server and re-paginated, so changing the sort can change which customers appear on the current page."
SBC,377,REQ-DEF,Requirements,10,S10-R8c,"- **S10-R8c:** While the re-fetch is in flight, the table shows the standard loading state; it clears when the re-ordered page arrives."
SBC,378,REQ-DEF,Requirements,10,S10-R9,- **S10-R9:** The sort column and direction are remembered between visits — see Story 6.
SBC,380,LABEL,Requirements,10,,**Negative cases:**
SBC,382,REQ-DEF,Requirements,10,S10-N1,"- **S10-N1:** When the table has no customer rows, the sort controls on the headers are still present but produce no visible change."
SBC,384,HEADING,Requirements,11,,### Story 11: Subtotal column behavior
SBC,386,STORY-INTRO,Requirements,11,,Keep the headline number unmistakable and always on screen.
SBC,388,LABEL,Requirements,11,,**Design:** See Story 20 **Jira:** TBD
SBC,390,LABEL,Requirements,11,,**Prerequisites:**
SBC,392,PREREQ,Requirements,11,,- User is on the Sales By Customer report with at least one customer in the set of customers.
SBC,394,LABEL,Requirements,11,,**Requirements:**
SBC,396,REQ-DEF,Requirements,11,S11-R1,- **S11-R1:** The Subtotal column is the rightmost column in the table.
SBC,397,REQ-DEF,Requirements,11,S11-R2,- **S11-R2:** The Subtotal column is pinned — it stays visible at the right edge while the user scrolls horizontally.
SBC,398,REQ-DEF,Requirements,11,S11-R3,"- **S11-R3:** Subtotal values are rendered at font-weight 700 on the column header, every customer row, every asset row, every invoice row, and the totals row."
SBC,400,LABEL,Requirements,11,,**Negative cases:**
SBC,402,REQ-DEF,Requirements,11,S11-N1,"- **S11-N1:** No applicable user-visible negative cases. The Subtotal column is always present, always pinned, and always bold, regardless of permission, data, filters, or sort."
SBC,404,HEADING,Requirements,12,,### Story 12: Inv. Hrs (Labor Delta) display
SBC,406,STORY-INTRO,Requirements,12,,Show whether a customer or invoice was billed for more time than was worked.
SBC,408,LABEL,Requirements,12,,**Design:** See Story 20 **Jira:** TBD
SBC,410,LABEL,Requirements,12,,**Prerequisites:**
SBC,412,PREREQ,Requirements,12,,- User is on the Sales By Customer report with at least one customer in the set of customers.
SBC,414,LABEL,Requirements,12,,**Requirements:**
SBC,416,REQ-DEF,Requirements,12,S12-R1,"- **S12-R1:** The column heading reads ""Inv. Hrs"" (including the period after ""Inv"")."
SBC,417,REQ-DEF,Requirements,12,S12-R2,"- **S12-R2:** The value on each row is hours invoiced minus hours worked, rounded to one decimal."
SBC,418,REQ-DEF,Requirements,12,S12-R3,"- **S12-R3:** A positive value is shown with a leading + sign, in the application's standard positive (green) color — for example, +1.5."
SBC,419,REQ-DEF,Requirements,12,S12-R4,"- **S12-R4:** A negative value is shown with a leading - sign, in the application's standard negative (red) color — for example, -1.5."
SBC,420,REQ-DEF,Requirements,12,S12-R5,- **S12-R5:** A zero or break-even value is shown as 0.0 in the default text color.
SBC,421,REQ-DEF,Requirements,12,S12-R6,"- **S12-R6:** The same calculation, label, format, and coloring apply to customer, asset, and invoice rows."
SBC,423,LABEL,Requirements,12,,**Negative cases:**
SBC,425,REQ-DEF,Requirements,12,S12-N1,"- **S12-N1:** A customer, asset, or invoice with no labor (for example, a parts-only invoice) shows 0.0 in the default color. It is never blank, ""N/A,"" an em dash, or omitted."
SBC,427,LABEL,Requirements,12,,**Edge cases:**
SBC,429,REQ-DEF,Requirements,12,S12-E1,"- **S12-E1:** A value that rounds to 0.0 (for example, +0.04) is shown as 0.0 in the default text color."
SBC,430,REQ-DEF,Requirements,12,S12-E2,"- **S12-E2:** A negative value is shown with a minus sign and one decimal — for example, -0.5."
SBC,432,HEADING,Requirements,13,,### Story 13: Show or hide columns
SBC,434,STORY-INTRO,Requirements,13,,Hide columns the user does not need.
SBC,436,LABEL,Requirements,13,,**Design:** See Story 20 **Jira:** TBD
SBC,438,LABEL,Requirements,13,,**Prerequisites:**
SBC,440,PREREQ,Requirements,13,,- User is on the Sales By Customer report.
SBC,442,LABEL,Requirements,13,,**Requirements:**
SBC,444,REQ-DEF,Requirements,13,S13-R1,"- **S13-R1:** A column selector button is in the toolbar's action area, next to the overflow menu. It is a separate control, not an item inside the overflow menu."
SBC,445,REQ-DEF,Requirements,13,S13-R2,"- **S13-R2:** Hovering the column selector shows the tooltip ""Column Selection."""
SBC,446,REQ-DEF,Requirements,13,S13-R3,- **S13-R3:** Activating it opens a panel with one toggle per toggleable column.
