internal_id,testrail_case_id,testrail_link,report,section,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,observed,evidence,recheck_obligation,build_marker,notes_addition
TU-EXP-04,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,Technician Utilization,TU — Exports,"Downloads cover only selected technicians, locations, and date range",DEVIATION,"OK — accurate, 68 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Downloads do cover the selected locations and the active date range, DO mirror the shown columns, DO carry the ""Locations:"" line (""Locations: All locations"" when both are selected) and DO include the per-row Location column only in multi-location scope (absent from the single-location file). But a download taken with NO technician selected still exports: the request returns 200 and a success toast appears. SPEC S7-N1 (verbatim): ""If no technician is selected, choosing a download option does nothing: no file downloads and no message appears."" Read as a build defect. Note also that the export puts Location FIRST while the screen puts it second.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/exports/",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-05,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,Technician Utilization,TU — Exports,Downloads always order rows Technician A to Z; the on-screen sort is ignored,DEVIATION,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Export rows are NOT ordered Technician A to Z - the summary CSV and PDF both run Alexander Cohen, Brittany Anderson, Colleen Guerrero, Wesley Mcclure, Jacob Chung, William Johns, Judy Garcia, Andrew Wade, ... i.e. the raw server order. SPEC S7-R10a (verbatim): ""Rows in every download are ordered by Technician name A to Z (the default order)."" The other half is satisfied: the on-screen sort is not carried into the file. Read as a build defect.","evidence/tu/exports/tu-csv-thisyear-summary-multi.csv, tu-pdf-summary.txt",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-06,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,Technician Utilization,TU — Exports,"PDF logo: the uploaded logo, else the bundled ShopView logo; CSV never",VIU-Observed-PASS,"OK — accurate, 70 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Both PDF views embed an image on page 1 (a 3477x1543 RGB JPEG, listed by pdfimages) and neither CSV contains any image data. Honest limit: whether the embedded image is the organisation's uploaded logo or the bundled ShopView default was not distinguished, because this organisation does have an uploaded logo, so the fallback path was not exercised.",evidence/tu/exports/,Re-check the bundled-default fallback on an organisation with no uploaded logo.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-07,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,Technician Utilization,TU — Exports,Choosing a download with no technician selected is a silent no-op,DEVIATION,"OK — accurate, 65 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"With every technician cleared (the report showing the no-data message) choosing ""Summary (CSV)"" still issued the export request, received 200 and raised a success toast. SPEC S7-N1 (verbatim): ""If no technician is selected, choosing a download option does nothing: no file downloads and no message appears."" Read as a build defect - the same one recorded on TU-EXP-04.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-08,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,Technician Utilization,TU — Exports,A starting download notifies; a failed one shows the failure message,DEVIATION,"OK — accurate, 68 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A download does raise a success notification and a failure does raise an error, but the SUCCESS text reads ""Success / Data exported successfully."" SPEC Story 7 Error Handling and the section 7 table (verbatim): 'When a download starts, the user sees a success notification: ""Download started"".' Read as a build defect on the wording. Honest limit: the failure text ""Failed to download report"" was not provoked on TU - the failures seen were the shared over-cap 400 and the PDF 500, which surface the server message instead.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json","Provoke a genuine TU download failure once the branch is final, to read the failure toast.",v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-09,C38887,https://shopview.testrail.io/index.php?/cases/view/38887,Technician Utilization,TU — Exports,An over-cap Technician Utilization export is refused with the too-large message,VIU-Observed-PASS,"OK — accurate, 79 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The suite-wide cap behaves the same on TU: a Summary CSV of This Year exports fine at 28 rows, while the over-cap guard is the same shared 400 ""This report is too large to export. Narrow the date range or filters, then try again."" proven at scale on Parts Velocity (10,064 rows). Separately, the TU EXPANDED PDF at This-Year scope returns HTTP 500 after 32.8 s (request id 87142301-9ebe-4330-9f3d-c23c91837800) rather than a graceful message - a build defect worth its own ticket.",evidence/tu/exports/exports-log.jsonl,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-01,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,Technician Utilization,TU — Location Filter,The Location filter is the rightmost multi-select; All Locations = select-all,DEVIATION,"OK — accurate, 77 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Location filter IS the rightmost control, IS a multi-select, and ""All Locations"" DOES act as a select-all shortcut - unchecking one location correctly left the other selected. But the on-screen wording is ""All locations"" (lower-case L) and the menu also offers a ""Clear all"" action the case does not mention. SPEC S9-R1 writes ""All Locations"". OUR WORDING must change.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-02,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,Technician Utilization,TU — Location Filter,Location changes reload with hours pooled into one row per technician,VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Selecting a location issues exactly one server reload and the hours are pooled into ONE row per technician across the selected locations (Christian Pitts appears once with 0.01 total, not once per location); per-day rows pool the same way.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-03,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,Technician Utilization,TU — Location Filter,The saved location selection restores defensively; bad ones are dropped,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,The saved location set is restored on the next visit and restored defensively: an unknown location id in the saved view is dropped rather than sent to the server (the PV equivalent was driven with a deliberately invalid id and the request went out without it).,"evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/final/final-ui.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-04,C30445,https://shopview.testrail.io/index.php?/cases/view/30445,Technician Utilization,TU — Location Filter,Deselecting every location falls back to the active location,VIU-Observed-PASS,"OK — accurate, 60 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The filter is never left empty: unchecking the only remaining location resolves back to a concrete set, and an inaccessible location id passed to the API is dropped and the response falls back to the active location's data (a QuickBooks-location id returned the Heavy Duty rows unchanged).","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-ui-2.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-05,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,Technician Utilization,TU — Location Filter,Technician Utilization: Location filter hidden for a one-location user,DEVIATION,"OK — accurate, 70 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A seeded one-location user (Sales Representative, single workplace, impersonated then restored) STILL SEES the Location filter, whose menu offers only ""Clear all"" and the one location name. Our case follows Chris Ward's 2026-07-31 Q1=A ruling that it should be HIDDEN; TU spec S9-N1 still reads (verbatim) ""A user with access to only one location still sees the filter with a single selectable location; behavior is unchanged from single-location use."" Read as the build following the un-updated spec - a product decision awaiting Chris's spec edit. NO CASE CHANGE.","evidence/perms/singleloc-pv-tu.json, evidence/perms/singleloc2-technician-utilization.png",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LOC-06,C38915,https://shopview.testrail.io/index.php?/cases/view/38915,Technician Utilization,TU — Location Filter,The Location column shows only with more than one location; Summary row blank,DEVIATION,"OK — accurate, 77 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Location column DOES appear only when more than one location is in scope (absent for a single-location selection and for a one-location user), a technician whose hours span both locations shows the literal ""Multiple"", a single-location technician shows that location's name, the SUMMARY ROW LEAVES IT BLANK, and it is not in the column selector - every one of those verified live. But on screen it renders SECOND, after Technician, not leftmost; in the exports it correctly renders FIRST. SPEC S8-R15 (verbatim): ""the per-row Location column renders as the leftmost column, before Technician"". Read as a build defect on the on-screen placement only.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/exports/",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-VIS-01,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,Technician Utilization,TU — Visual & Accessibility,All-white table with no row shading; toolbar controls in the fixed order,VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The table is all-white with no alternating row shading (every row computes the same background) and the toolbar controls run exactly three-dot menu, Column Selection, date-range picker, technician filter, location filter (rightmost), with the expand-all control in the table header rather than the toolbar.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-default-thismonth.png",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-VIS-02,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,Technician Utilization,TU — Visual & Accessibility,Dark mode keeps every report element legible,VIU-Observed-PASS,"OK — accurate, 44 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Dark mode renders correctly: body--dark, page rgb(20,24,36), header and body cells rgb(15,17,26) with white text, the Total Hours link rgb(34,118,218), the info icon rgb(165,173,186) and the em-dash glyph legible - the info icon clears 3:1 against the cell in both modes.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-dark-mode.png",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-COL-01,C38859,https://shopview.testrail.io/index.php?/cases/view/38859,Technician Utilization,TU — Visual & Accessibility,"Column Selection: Technician always on, the other five toggleable, remembered",VIU-Observed-PASS,"OK — accurate, 77 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Column Selection control is an icon button whose aria-label and hover tooltip both read ""Column Selection"", sitting immediately after the three-dot menu. Its menu lists exactly the five toggleable columns - Technician is absent and cannot be turned off, and the automatic Location column is not listed. Clicking a toggle knob flips aria-checked, removes or restores the header immediately with no server call, keeps the fixed left-to-right order with Est. Lost Labor last, and the selection is written to the saved view and restored on the next visit.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-API-01,C30449,https://shopview.testrail.io/index.php?/cases/view/30449,Technician Utilization,TU — API,The per-day breakdown is fetched only when a technician row is expanded,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"The daily endpoint is called ONLY on expand - it is absent from the initial load's network trace and appears exactly once, immediately after the expand click, as GET /api/reporting/reports/technician-utilization/{staff_id}/daily with the same range and locations.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-API-02,C30450,https://shopview.testrail.io/index.php?/cases/view/30450,Technician Utilization,TU — API,Date-range and location changes trigger a fresh server load,VIU-Observed-PASS,"OK — accurate, 59 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"A date-range change and a location change each trigger exactly one fresh GET /api/reporting/reports/technician-utilization with the new parameters, while a technician-filter change and a column sort trigger none.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
