internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
PV-CALC-01,C30359,https://shopview.testrail.io/index.php?/cases/view/30359,PV,PV — Columns & Calculations,Units Sold for an inventory part is net stock movement,KEEP,Units Sold as net stock movement across three event types - a definitional money/inventory contract.,,,SENSIBLE,"Three seeded events, each with a re-read.",,,,Y,OK,"Heavy seeding (invoice, reversal, return on one part in one window).",VIU-Observed-PASS,,Functional,False
PV-CALC-02,C30360,https://shopview.testrail.io/index.php?/cases/view/30360,PV,PV — Columns & Calculations,"Special Order Units Sold = in-window request quantity, net of reversals",KEEP,"Special-order Units Sold basis (vendor request quantity, net of reversals, work-order-date window).",,,SENSIBLE,Clear sum to check against.,,,,Y,OK,Heavy seeding.,VIU-Observed-PASS,,Functional,False
PV-CALC-03,C30361,https://shopview.testrail.io/index.php?/cases/view/30361,PV,PV — Columns & Calculations,Units Returned counts initiated part returns and parts-sale credits,KEEP,Units Returned sources (return + parts-sale credit) and the current-state-not-snapshot rule.,,,SENSIBLE,Four steps each with a re-read; the cancellation step is the discriminator.,,,,Y,OK,Heavy seeding.,VIU-Observed-PASS,,Functional,False
PV-CALC-04,C30362,https://shopview.testrail.io/index.php?/cases/view/30362,PV,PV — Columns & Calculations,"Units Returned is windowed by initiation date, ignores invoice status",KEEP,"Units Returned windowing by initiation date, core-return exclusion, invoice-status independence, and the return-only row-axis rule.",,,SENSIBLE,Cross-window comparison is executable.,,,,Y,OK,Heavy seeding (cross-window sale/return pair).,VIU-Observed-PASS,,Functional,False
PV-CALC-05,C30363,https://shopview.testrail.io/index.php?/cases/view/30363,PV,PV — Columns & Calculations,"Sold (WO) counts Service work orders, Sold (Parts Sale) counts Parts",KEEP,The Sold (WO) / Sold (Parts Sale) split and its work-order-date windowing.,,,SENSIBLE,Step 3 drives the windowing half.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-06,C30364,https://shopview.testrail.io/index.php?/cases/view/30364,PV,PV — Columns & Calculations,Demand counts each transaction once; a reversal neither adds nor subtracts,KEEP,Demand counts each event once regardless of quantity and is unaffected by reversals - subtle and easy to get wrong.,,,SENSIBLE,The 1-unit vs 10-unit contrast makes the rule unmistakable.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-07,C30365,https://shopview.testrail.io/index.php?/cases/view/30365,PV,PV — Columns & Calculations,Last Sale is whole days since the most recent sale over all-time history,KEEP,"Last Sale: all-time lookback, location-scoped, format, and the reversal re-anchor from the tech plan.",,,SENSIBLE,"Expected 1 gives a worked example (""42 days even though the range is This Month"").",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-08,C30366,https://shopview.testrail.io/index.php?/cases/view/30366,PV,PV — Columns & Calculations,On Hand shows the row's own location stock,KEEP,On Hand per-location (never summed) plus Min/Max read-only.,,,SENSIBLE,Step 2 drives the read-only negative.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-09,C30367,https://shopview.testrail.io/index.php?/cases/view/30367,PV,PV — Columns & Calculations,"Turns / Yr annualizes the sales rate, is 0.00 at zero stock, can be negative",KEEP,"Turns / Yr formula, zero-stock and negative branches - this case caught the live off-by-one window divisor.",,,SENSIBLE,Step 1 gives the arithmetic in full.,,,,Y,OK,,DEVIATION,,Functional,False
PV-CALC-10,C30368,https://shopview.testrail.io/index.php?/cases/view/30368,PV,PV — Columns & Calculations,"Revenue, Margin, Unit Cost, Sell Price and Margin % use the billed formulas",KEEP,Five profitability formulas plus the round-once-at-the-end rule - the report's core money contract.,,,SENSIBLE,Step 1 works every figure out for the tester.,,,,Y,OK,Heavy seeding (controlled sell/cost/quantity lines).,VIU-Observed-PASS,,Functional,False
PV-CALC-11,C30369,https://shopview.testrail.io/index.php?/cases/view/30369,PV,PV — Columns & Calculations,A reversed or voided sale is excluded from every billed-line column,KEEP,"Reversal exclusion across the whole billed-line family, with the known build-delta flagged.",,,SENSIBLE,Before/after comparison of a named column list.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-12,C30370,https://shopview.testrail.io/index.php?/cases/view/30370,PV,PV — Columns & Calculations,Unit Cost / Sell Price and Margin % use independent null triggers,KEEP,Three independent null triggers and the valid mixed rows - protects a real class of false bug reports.,,,SENSIBLE,Three explicitly-shaped rows.,,,,Y,OK,Heavy seeding (credit revenue without billed quantity; $0-sell line).,VIU-Observed-PASS,,Functional,False
PV-CALC-13,C30371,https://shopview.testrail.io/index.php?/cases/view/30371,PV,PV — Columns & Calculations,Number formats match the spec per column; rounding is half away from zero,KEEP,Per-column number formats in ONE case (not twenty) plus the half-away-from-zero rounding tie.,,,SENSIBLE,The tie example (8.45 -> 8.5) is concrete.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-CALC-14,C30372,https://shopview.testrail.io/index.php?/cases/view/30372,PV,PV — Columns & Calculations,Core parts are excluded from both the inventory and special-order result sets,KEEP,Core-part exclusion from both result sets - a negative that a whole family of totals depends on.,,,SENSIBLE,Two searches.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
PV-CALC-15,C30373,https://shopview.testrail.io/index.php?/cases/view/30373,PV,PV — Columns & Calculations,Movement and billed bases may differ; Sold (WO) + Sold (Parts Sale) = billed,KEEP,"The movement-vs-billed divergence declared correct, plus the Sold (WO)+Sold (Parts Sale)=billed identity.",,,SENSIBLE,"Three comparisons, each computable from the row.",,,,Y,OK,Heavy seeding (drop-ship or negative-stock billed sale).,VIU-Observed-PASS,,Functional,False
PV-CALC-16,C30374,https://shopview.testrail.io/index.php?/cases/view/30374,PV,PV — Columns & Calculations,"Window anchors: movement uses the event date, billed uses the WO date",KEEP,The two window anchors (movement event date vs work-order date) legitimately diverge - a definitional contract that prevents a whole class of false bug reports.,,,SENSIBLE,W1/W2 comparison is executable; step 3 drives the one-day floor.,,,,Y,OK,Heavy seeding (backdated work-order end date).,DEVIATION,,Functional,False
PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,PV,PV — Columns & Remembered View,Column picker lists all 20 columns and never offers the internal cost,KEEP,Column-picker completeness plus the negative that the internal on-hand cost is never selectable.,,,FIX-WORDING,"Expected 1 closes a 20-item list (""lists all 20 available columns ... Type, Part #, ..."") but refs cites the unversioned path ""specs/parts-velocity.md S4-R1"". Rule 42/F7: pin the spec version (PV v4 2026-07-29) so a future column addition re-checks this case.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,PV,PV — Columns & Remembered View,First visit shows exactly the 14 default columns in the specified order,KEEP,First-visit default column set and the six hidden ones.,,,SENSIBLE,"Scope-conditioned (""With a single location in scope"") and version-pinned in refs - Rule 42 satisfied - and expected 3 pre-empts the Location column for the tester.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,PV,PV — Columns & Remembered View,"A re-enabled column returns to its canonical slot, with no reload",KEEP,Canonical-order restoration on re-enable plus the no-reload re-render.,,,SENSIBLE,"Step 1 deliberately toggles in a non-canonical order, which is what makes the check meaningful.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-COL-04,C30354,https://shopview.testrail.io/index.php?/cases/view/30354,PV,PV — Columns & Remembered View,Filters; columns and sort are remembered per browser before the first fetch,KEEP,Persistence applied BEFORE the first fetch (no flash-then-requery) and precedence over first-visit defaults.,,,SENSIBLE,"Three steps, all observable.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-COL-05,C30355,https://shopview.testrail.io/index.php?/cases/view/30355,PV,PV — Columns & Remembered View,A saved value that is no longer valid falls back to that setting's default,KEEP,"Defensive restore of a stale saved view - and it caught a real build defect (blank date control, no request at all).",,,SENSIBLE,Precondition and note both name how to create the stale state.,,,,Y,OK,Needs browser-storage editing for the malformed-range half; the note admits it.,DEVIATION,,Negative,False
PV-COL-06,C30356,https://shopview.testrail.io/index.php?/cases/view/30356,PV,PV — Columns & Remembered View,A different user signing in on the same browser inherits the saved view,WEAK-KEEP,"Documented limitation (saved view is per browser, so a second user inherits it); accepted behaviour, low value, but privacy-adjacent so kept.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,PV,PV — Columns & Remembered View,All 20 columns can be hidden; the empty selection is never restored,KEEP,The all-columns-hidden edge plus the rule that an empty selection is never restored.,,,SENSIBLE,Three steps including the export while empty.,,,,Y,OK,,DEVIATION,,Functional,False
PV-EXP-01,C30375,https://shopview.testrail.io/index.php?/cases/view/30375,PV,PV — Exports,The overflow button opens Download (PDF) then Download (CSV) in that order,KEEP,Export menu position and its two verbatim labels in order.,,,SENSIBLE,"Closed two-item list IS the requirement, version-pinned in refs and stated in the notes - Rule 42 satisfied.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-EXP-02,C30376,https://shopview.testrail.io/index.php?/cases/view/30376,PV,PV — Exports,Both exports reflect the filters and search active at the time of export,KEEP,Export-reflects-filters contract plus the Locations line.,,,SENSIBLE,A distinctive filter mix is prescribed so the check cannot pass by accident.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-EXP-03,C30377,https://shopview.testrail.io/index.php?/cases/view/30377,PV,PV — Exports,"Exports include only the enabled columns, in the canonical on-screen order",KEEP,"Export column set and canonical ordering, with the known build-delta flagged.",,,SENSIBLE,"Step 1 hides two and enables one, which is the discriminating combination.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-EXP-04,C30378,https://shopview.testrail.io/index.php?/cases/view/30378,PV,PV — Exports,"Exports reflect the active sort, including Min/Max and null placement",KEEP,Export honours the active sort including null placement - the screen-vs-export parity contract.,,,SENSIBLE,Three exports compared.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-EXP-05,C30379,https://shopview.testrail.io/index.php?/cases/view/30379,PV,PV — Exports,"PDF: filename, A3 landscape, title, text truncation, and the shop logo",KEEP,"PDF filename, page format, title, truncation rule and the logo fallback.",,,SENSIBLE,"Expected 5 was already repaired to a checkable statement rather than ""confirmed in the build"".",,,,Y,OK,,DEVIATION,,Functional,False
PV-EXP-06,C30380,https://shopview.testrail.io/index.php?/cases/view/30380,PV,PV — Exports,CSV is named velocity-report.csv and holds full untruncated text values,KEEP,CSV filename plus the deliberate CSV-vs-PDF text and Last Sale differences.,,,SENSIBLE,Three steps.,,,,Y,OK,,DEVIATION,,Functional,False
PV-EXP-07,C30381,https://shopview.testrail.io/index.php?/cases/view/30381,PV,PV — Exports,"Em-dash in both exports; Last Sale reads ""N days"" in the PDF",KEEP,"Em-dash rendering across all eight nullable fields in both files, plus the never-null columns.",,,FIX-WORDING,"Expected 3 (""In the PDF, Last Sale renders as 'N days'"") duplicates PV-EXP-06 (C30380) expected 3, which already contrasts the PDF wording with the CSV integer. Keep the assertion in one case only.",,,,Y,OK,,DEVIATION,,Functional,False
PV-EXP-08,C30382,https://shopview.testrail.io/index.php?/cases/view/30382,PV,PV — Exports,"PDF export alignment: Type centered, text left, numeric and money right",WEAK-KEEP,Export-only column alignment - cosmetic; kept because the deliberate screen-vs-export difference would otherwise be reported as a bug.,,,SENSIBLE,Expected 5 already scopes the alignment claims to the PDF.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-EXP-10,C30384,https://shopview.testrail.io/index.php?/cases/view/30384,PV,PV — Exports,Export toasts: exact success texts; server or fallback error text on failure,KEEP,Verbatim success and failure toast strings including the deliberate casing mix.,,,SENSIBLE,Precondition 2 gives two concrete ways to force the failure.,,,,Y,OK,,DEVIATION,,Negative,False
PV-EXP-11,C38885,https://shopview.testrail.io/index.php?/cases/view/38885,PV,PV — Exports,An over-cap Parts Velocity export is refused with the too-large message,KEEP,"Over-cap refusal with its verbatim message - and it pinned the real 10,000-row cap live.",,,SENSIBLE,Four steps including the recovery.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
