ID,Area,Story Ref,Title,Priority,Type,Permissions,Preconditions,Steps,Expected Result,Design Ref,VIU Status,Notes,TestRail Case ID,TestRail Link
SF-VEND-07,Assign Vendor + Merge (Story 13),S13-R8 (SV-8343),Verify an assigned vendor stays changeable via the same dropdown until the part is received or the work order is invoiced/paid,High,Functional,Vendor & Order Mgmt: Create & Edit.,"1. Signed in as Admin.
2. A PO part has a vendor assigned but is not yet received; another part is already received (or its work order is invoiced/paid).","1. On the un-received part, open the vendor dropdown and pick a different vendor.
2. On the received (or invoiced/paid) part, try to change the vendor.","1. The vendor is NOT locked on selection — it can be changed via the same dropdown, so a wrong pick can be corrected before receiving.
2. Once the part is received or the work order is invoiced/paid, the vendor can no longer be changed.",requirements-v4 S13-R8,VIU-Pending,"NEW 2026-07-17 per spec `_4` (V2.6) Δ11 — S13-R8 (from SV-8343, change-log 2026-07-16: 'Vendor + part number stay changeable until receive'). Prevents receiving against the wrong vendor. Self-serviceable per Rule 14 (the invoiced/paid leg may stay Blocked-Env — invoiced/paid WO not drivable in this env, see §0-ZZ). Not yet observed — re-VIU; may not be built yet.",29904,https://shopview.testrail.io/index.php?/cases/view/29904
SF-VEND-08,Assign Vendor + Merge (Story 13),S13-R8 (SV-8343),Verify the part number stays editable via the edit icon after entry until the part is received or the work order is invoiced/paid,Medium,Functional,Vendor & Order Mgmt: Create & Edit.,"1. Signed in as Admin.
2. A PO part has a part number entered but is not yet received; another part is already received (or its work order is invoiced/paid).","1. On the un-received part, use the edit icon to change the part number.
2. On the received (or invoiced/paid) part, try to edit the part number.","1. The part number remains editable (edit icon) after entry, under the same condition as the vendor — until the part is received or the work order is invoiced/paid.
2. Once the part is received or the work order is invoiced/paid, the part number can no longer be edited.",requirements-v4 S13-R8,VIU-Pending,"NEW 2026-07-17 per spec `_4` (V2.6) Δ11 — the part-number leg of S13-R8 ('likewise editable (edit icon) after entry, under the same condition'). Self-serviceable per Rule 14 (invoiced/paid leg may stay Blocked-Env). Not yet observed — re-VIU; may not be built yet.",29905,https://shopview.testrail.io/index.php?/cases/view/29905
SF-WOP-01,Waiting on Parts Column (Story 14),S14-R1,Verify an optional 'Waiting on Parts' column can be enabled from the column selector and shows the unreceived-parts count per WO,High,Functional,WO list visibility.,"1. Signed in as Admin.
2. The Work Orders list is open with WOs that have unreceived parts.","1. Open the Work Orders list column selector.
2. Enable 'Waiting on Parts'.
3. Read the column values across statuses.","1. The Work Orders list column selector offers a 'Waiting on Parts' column (off by default).
2. When enabled, it shows the count of unreceived parts per work order across all statuses.",Work Orders List.html,VIU-Verified,"Wording+VIU 2026-07-13: 'Waiting on Parts' column is off by default (toggle_column_unreceivedPartRequestsCount), enabled from the column selector - Story 14 built, verified prior runs (BATCH 7). Stripped 'EXPECTED PER SPEC' jargon. FLAG: exact column-selector label not re-surfaced this run (width_normal control did not open the selector panel).",29383,https://shopview.testrail.io/index.php?/cases/view/29383
SF-WOP-02,Waiting on Parts Column (Story 14),S14-R2,Verify clicking the Waiting on Parts count opens Accept Delivery for the WO's first unreceived PO,Medium,Functional,WO list visibility + receive access.,"1. Signed in as Admin.
2. The Waiting on Parts column is enabled and a WO shows a count.","1. Click the count on a work order row.
2. Observe the destination.","1. Clicking the count opens the receiving surface for the work order's first unreceived purchase order. In the current build this is the consolidated Bulk Receive page (/bulk-receive), which supersedes the legacy Accept Delivery screen for work-order POs.
2. Receiving from there behaves as it does on the Bulk Receive page.",requirements S14-R2,VIU-Verified,Wording+VIU 2026-07-13: clicking the Waiting on Parts count opens the Bulk Receive page for the WO's first unreceived PO - verified prior (case 29384 pushed 2026-07-09/10).,29384,https://shopview.testrail.io/index.php?/cases/view/29384
SF-WOP-03,Waiting on Parts Column (Story 14),S14-R3,Verify a work order with nothing to receive shows '—' with no link in the Waiting on Parts column,Low,Functional,WO list visibility.,"1. Signed in as Admin.
2. A WO with nothing to receive (or POs off) is in the list with the column enabled.","1. Find a WO with nothing waiting to receive.
2. Read its Waiting on Parts cell.","1. A work order with nothing to receive shows an em dash ('—') in the Waiting on Parts column, with no clickable link.",requirements S14-R3,VIU-Verified,Wording+VIU 2026-07-13: WO with nothing to receive shows '—' (no link) - verified prior (BATCH 7). Stripped 'EXPECTED PER SPEC' jargon.,29385,https://shopview.testrail.io/index.php?/cases/view/29385
SF-WOP-04,Waiting on Parts Column (Story 14),§8 Part Sales — confirmed (remaining check),Verify part-sale orders behave with the Waiting on Parts column — unreceived count and receive shortcut work without errors,Low,Functional,Work Orders: View (column) + receive gate for click-through.,"1. Signed in as Admin.
2. The Waiting on Parts column is enabled and a Part Sale has an unreceived vendor part.","1. Locate the part-sale order on the list where the Waiting on Parts column shows.
2. Check its unreceived-parts count and click it.
3. Receive via the shortcut and re-check the count.","1. The part-sale order's unreceived parts are counted consistently in the Waiting on Parts column (or the order is cleanly excluded — no error, no broken link).
2. The receive shortcut behaves like it does for work orders.
3. After receiving, the count updates correctly.",requirements-v4 §8 Part Sales — confirmed,VIU-Pending,NEW 2026-07-17 per spec `_4` (V2.6) Δ15 — the spec's remaining check: 'verify part-sale POs behave in Bulk Receive + Waiting-on-Parts'. Whether part sales surface on the list carrying the Waiting on Parts column is NOT specified — VIU-confirm the surface live (expected #1 allows either counted-consistently or cleanly-excluded; only errors/broken links fail). Seeding self-serviceable per Rule 14.,29908,https://shopview.testrail.io/index.php?/cases/view/29908
SF-REV-01,Review ON (Story 16),R1 + S16-R12,Verify the Require Review setting drives the review flow when turned on,High,Functional,Admin / owner (settings) + Work Order edit access.,"1. Signed in as Admin at https://sv7301.qa.shopview.com.
2. Require Review Before Completion is ON and saved.","1. Open a work order with approved lines.
2. Start completion.
3. Observe that the review flow is used.","1. With Require Review ON, completing routes into the review flow rather than completing directly.
2. When the last open line is resolved (by any path) while Require Review is on, the work order routes to Ready for Review — it never auto-completes.",Workflow Settings.html; WO Review Flow.html,VIU-Verified,"Wording+VIU 2026-07-13 (S2-15823 live, Require Review ON): with Require Review ON, completing routes into the review flow (Send To Review), not a direct complete. | Δ5/R12 sanity clause added 2026-07-14 (review-ON last-line-resolve -> Ready for Review; auto-complete trigger verified in SF-AUTO-05).",29386,https://shopview.testrail.io/index.php?/cases/view/29386
SF-REV-02,Review ON (Story 16),R2,Verify the completion action reads 'Send To Review' when Require Review is on,High,Functional,Work Order edit access.,"1. Signed in as Admin.
2. Require Review is ON.
3. A work order with approved lines is ready to complete.","1. Open a work order that is ready to complete, with Require Review Before Completion turned on.
2. Read the primary action button on the work order (and, for a work order that still has parts to receive, the heading of the dialog that opens).","1. With Require Review Before Completion ON, a ready work order's primary action button reads 'Send To Review' (it replaces 'Complete Work Order').
2. For a work order that still has parts waiting to receive, clicking 'Send To Review' opens a dialog headed 'Complete & Send to Review' that shows how many parts are waiting to receive and offers 'Receive Parts' and 'Send To Review'.",WO Review Flow.html,VIU-Verified,"Wording+VIU 2026-07-13 + relevance-fix re-VIU 2026-07-13 (S2-15827/S2-15783 live, Require Review ON): the primary action button = 'Send To Review' on BOTH ready and part-bearing WOs (it replaces 'Complete Work Order'). For a part-bearing WO, clicking 'Send To Review' opens a dialog HEADED 'Complete & Send to Review' (body 'N part waiting to receive'; buttons Cancel / Receive Parts / Send To Review). So 'Complete & Send to Review' is the review-dialog HEADER, not the button; the clickable CTA is 'Send To Review'. Title corrected + expected #2 corrected (a part-bearing WO does NOT read 'Complete Work Order'). Evidence: screenshots/relevance-fix-2026-07-13/.",29387,https://shopview.testrail.io/index.php?/cases/view/29387
SF-REV-03,Review ON (Story 16),R3,Verify the Details step collects only mileage and engine hours when review is on (VIN captured later by reviewer),Medium,Functional,Work Order edit access.,"1. Signed in as Admin.
2. Require Review is ON.
3. A work order missing mileage/hours/VIN is ready to complete.","1. Start completion and reach the Details step.
2. Note which vehicle fields are collected.","1. When Require Review is on, the completion Details step collects Mileage and Engine Hours only.
2. There is no VIN field in the completion modal; VIN is captured later by the reviewer in the Mark Reviewed dialog.",WO Review Flow.html; requirements R3,VIU-Verified,Wording+VIU 2026-07-13: the completion Details modal shows Mileage + Engine Hours and no VIN field (confirmed live on the review-off modal S2-15827; review-on captures VIN in Mark Reviewed per SF-REV-06). Upgraded from Pending - the field set is now confirmed.,29388,https://shopview.testrail.io/index.php?/cases/view/29388
SF-REV-04,Review ON (Story 16),R4,Verify 'Receive Parts' routes to the shared receive page (no inline modal) in the review flow,Medium,Functional,Work Order edit access + receive access.,"1. Signed in as Admin.
2. Require Review is ON with a part-bearing work order.","1. Start completion and click Receive Parts.
2. Observe the destination.",1. Receive Parts opens the shared receive page (not an inline modal).,WO Review Flow.html; Receive Vendor Parts - v2.html,VIU-Verified,"Wording+VIU 2026-07-13: 'Receive Parts' opens the shared receive page (not an inline modal) in the review flow — verified prior drive (FV-rev04-receivestep/afterreceive.png, 2026-07-10); review flow re-confirmed live this run.",29389,https://shopview.testrail.io/index.php?/cases/view/29389
SF-REV-05,Review ON (Story 16),R5 / R6 + S16-R12,Verify Send to Review moves the WO to Review (amber) with a 'Ready for Review' banner and locks lines to Complete,Critical,Functional,Work Order edit access.,"1. Signed in as Admin.
2. Require Review is ON and a work order with approved lines is ready to send to review (for a work order with parts still to receive, the 'Complete & Send to Review' dialog is open).","1. Click Send To Review (the primary action button, or the 'Send To Review' button in the 'Complete & Send to Review' dialog for a part-bearing work order).
2. Observe the work order status and banner.
3. Check the lines state and inventory pick state.","1. The work order status becomes Review (amber).
2. A 'Ready for Review' / 'Sent for review' indication is shown.
3. Lines lock to Complete and inventory is auto-picked.
4. The same Review / Ready-for-Review end state is reached when the last open line auto-resolves under Require Review on, not only when Send To Review is clicked explicitly.",WO Review Flow.html,VIU-Verified,"Wording+VIU 2026-07-13 + relevance-fix re-VIU 2026-07-13 (S2-15823/S2-15827 live, Require Review ON): the confirm button is 'Send To Review' (NOT 'Complete & Send to Review' - that is the dialog HEADER for a part-bearing WO). Send To Review -> status 'Review' + 'Ready for Review' indicator; lines lock to Complete. (amber colour per design; status text 'Review' confirmed.) Step 1 label corrected. Evidence: screenshots/relevance-fix-2026-07-13/. | Δ5/R12 sanity clause added 2026-07-14 (review-ON last-line-resolve -> Ready for Review; auto-complete trigger verified in SF-AUTO-05).",29390,https://shopview.testrail.io/index.php?/cases/view/29390
