report,spec_prefix,story,story_title,requirement_id,kind,assertion_index,assertion_count,requirement_text_verbatim,assertion_text_verbatim,surfaces,verdict,verdict_reason,evidence_basis,covering_internal_ids,covering_c_ids,covering_links,quote_from_c_id,quote_from_internal_id,covering_expected_quote_verbatim,overlap_score,anchor_mapping
Sales By Customer,SBC,4,Filter by location,S4-N2,negative,1,1,"S4-N2: If the selected locations contain no matching invoices, the table shows the empty-state message (see Story 17).","If the selected locations contain no matching invoices, the table shows the empty-state message (see Story 17).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.375; not individually read,machine-substantiated,SBC-EMPTY-01,C30181,https://shopview.testrail.io/index.php?/cases/view/30181,C30181,SBC-EMPTY-01,"The table body shows the message ""No sales data found for the selected filters."" where customer rows would appear — not in the toolbar, the totals row, or a modal.",0.375,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R1,requirement,1,1,S6-R1: The report saves the user's view to the browser so it can be restored on the next visit.,The report saves the user's view to the browser so it can be restored on the next visit.,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,C30174,SBC-PERS-01,The saved view is restored:,0.333,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R2,requirement,1,1,"S6-R2: The saved view includes: the date range, the Product Type, the location selection, the Customer filter selection, the sort column and direction, and the visible columns.","The saved view includes: the date range, the Product Type, the location selection, the Customer filter selection, the sort column and direction, and the visible columns.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.938; not individually read,machine-substantiated,SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,C30174,SBC-PERS-01,"The saved view is restored: the date range, the Product Type, the location selection, the Customer filter selection, the sort column and direction, and the visible columns.",0.938,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R3,requirement,1,1,"S6-R3: The saved view does not include the Customer filter's type-ahead search text, expansion state, or scroll position.","The saved view does not include the Customer filter's type-ahead search text, expansion state, or scroll position.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.417; not individually read,machine-substantiated,SBC-PERS-02,C30175,https://shopview.testrail.io/index.php?/cases/view/30175,C30175,SBC-PERS-02,The type-ahead search text is gone (only the resulting customer selection is saved).,0.417,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R4,requirement,1,1,"S6-R4: On load, the report shows the restored view immediately — the default view is never shown first and then replaced.","On load, the report shows the restored view immediately — the default view is never shown first and then replaced.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,C30174,SBC-PERS-01,"On load, the report shows the restored view immediately — the default view is never shown first and then replaced.",1.0,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R5,requirement,1,1,"S6-R5: On restore, any saved value that is no longer valid is discarded, and that setting uses its default instead.","On restore, any saved value that is no longer valid is discarded, and that setting uses its default instead.",,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,C30176,SBC-PERS-03,The stale saved location is discarded and the location setting uses its default (your active location) instead.,0.667,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R6,requirement,1,1,"S6-R6: A saved value is treated as no longer valid when it is an unknown date range, a location the user no longer has access to, a sort column that no longer exists, or a column set that does not match the current columns.","A saved value is treated as no longer valid when it is an unknown date range, a location the user no longer has access to, a sort column that no longer exists, or a column set that does not match the current columns.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.688; not individually read,machine-substantiated,SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,C30176,SBC-PERS-03,"Per the spec, the same discard-to-default applies to an unknown date range, a sort column that no longer exists, or a column set that does not match the current columns.",0.688,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-R7,requirement,1,1,S6-R7: The saved view is specific to this report and does not affect any other report.,The saved view is specific to this report and does not affect any other report.,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),SBC-PERS-04,C30177,https://shopview.testrail.io/index.php?/cases/view/30177,C30177,SBC-PERS-04,The other report keeps its own defaults/saved view — the Sales By Customer settings do not leak into it.,0.2,DIRECT
Sales By Customer,SBC,6,Remember filters and view between visits,S6-N1,negative,1,1,"S6-N1: If no saved view exists (first visit, or cleared browser storage), every setting uses the default defined in its own story: date range (S2-R5), Product Type (S3-R3), location (S4-R4), the Customer filter (S18-R4 — all customers selected), sort (S10-R4), and visible columns (S13-R7).","If no saved view exists (first visit, or cleared browser storage), every setting uses the default defined in its own story: date range (S2-R5), Product Type (S3-R3), location (S4-R4), the Customer filter (S18-R4 — all customers selected), sort (S10-R4), and visible columns (S13-R7).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),SBC-PERS-05,C30178,https://shopview.testrail.io/index.php?/cases/view/30178,C30178,SBC-PERS-05,"Customer filter = all customers selected (label ""All customers"").",0.154,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R1,requirement,1,1,S7-R1: Each customer occupies one summary row at the top level of the table.,Each customer occupies one summary row at the top level of the table.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,C30121,SBC-TREE-01,The customer occupies exactly one summary row at the top level of the table.,1.0,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R2,requirement,1,1,S7-R2: The customer's name is shown at the start of the row.,The customer's name is shown at the start of the row.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.75; not individually read,machine-substantiated,SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,C30121,SBC-TREE-01,"The customer's name is shown at the start of the row, followed by the number of contributing invoices in parentheses — for example, Acme Corp (5).",0.75,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R3,requirement,1,1,"S7-R3: The number of invoices contributing to that customer's totals in the current view is shown in parentheses immediately after the name — for example, Acme Corp (5).","The number of invoices contributing to that customer's totals in the current view is shown in parentheses immediately after the name — for example, Acme Corp (5).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.643; not individually read,machine-substantiated,SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,C30121,SBC-TREE-01,"The customer's name is shown at the start of the row, followed by the number of contributing invoices in parentheses — for example, Acme Corp (5).",0.643,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R4,requirement,1,1,"S7-R4: That invoice count is rendered in the color #616161 at font-weight 600, the same font size as the name.","That invoice count is rendered in the color #616161 at font-weight 600, the same font size as the name.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.9; not individually read,machine-substantiated,SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,C30121,SBC-TREE-01,"The count is rendered in color #616161 at font-weight 600, the same font size as the name.",0.9,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R5,requirement,1,1,"S7-R5: The count reflects the active date range, Product Type, and location; it is not a lifetime count.","The count reflects the active date range, Product Type, and location; it is not a lifetime count.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,C30121,SBC-TREE-01,"The count reflects the active date range, Product Type, and location — it drops when the range is narrowed; it is not a lifetime count.",1.0,DIRECT
Sales By Customer,SBC,7,View customer summary rows,S7-R6,requirement,1,1,"S7-R6: The summary row totals the customer's matching invoices for each financial column: Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %, and Subtotal.","The summary row totals the customer's matching invoices for each financial column: Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %, and Subtotal.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.5; not individually read,machine-substantiated,SBC-CALC-01,C30149,https://shopview.testrail.io/index.php?/cases/view/30149,C30149,SBC-CALC-01,"Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin % — with Subtotal as the rightmost column.",0.5,DIRECT
