"Date Range: Aug 1, 2026 - Aug 31, 2026"
"As of: 2026-08-06"
"Locations: Staging Heavy Duty - 9919"
"Part #",Description,Category,Vendor,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
CL1060,"Cummins 4"" Wide V-Band Clamp",HD-Exhaust,"Eagate Mechanical",8.00,$54.55,$94.05,$436.40,$752.40,$316.00,42.0%
43-818HD,"TAPER LEAF SPRING, FORD F250/F350/F450/F550","HD-Steering & Suspension","Wuboro Farms",2.00,$218.02,$346.06,$436.04,$692.12,$256.08,37.0%
380123-12,"PTO Solenoid","HD-Equipment & Hydraulics",—,2.00,$215.78,$337.16,$431.56,$674.32,$242.76,36.0%
392-9036,"STEMCO GRIT-GUARD 2PC WHEEL SEAL (34999/35000, 370169A, 69786)","HD-Wheel Comp","Wuboro Farms",6.00,$71.79,$117.69,$430.74,$706.14,$275.40,39.0%
382-8066,"STEMCO GRIT-GUARD 2PC WHEEL SEAL (28758/28759, 370150A, 308-0866)","HD-Wheel Comp","Wuboro Farms",7.00,$61.45,$102.42,$430.15,$716.94,$286.79,40.0%
W3030LS,"3030 Long Stroke Brake Chamber","HD-Heavy Duty Brake Comp","Qucastle Excavating",15.00,$28.67,$87.74,$430.05,"$1,316.10",$886.05,67.3%
ARW-3722228,"ROLLER GUIDE","HD-Equipment & Hydraulics","Iuboro Transport",1.00,$429.67,$631.87,$429.67,$631.87,$202.20,32.0%
43-1783,"LEAF SPRING, 09-14 FORD F150 (9L3Z5560D/9L345560DE)","HD-Steering & Suspension","Wuboro Farms",2.00,$214.80,$340.95,$429.60,$681.90,$252.30,37.0%
43-1263,"LEAF SPRING, FORD F250/F350 (F81Z5560CA/F81A5560CD)","HD-Steering & Suspension","Wuboro Farms",2.00,$213.82,$339.40,$427.64,$678.80,$251.16,37.0%
ARW-9809864,"CONTROL CABLE HIAB 144 TOP SEAT 3350MM","HD-Equipment & Hydraulics","Iuboro Transport",1.00,$426.09,$626.61,$426.09,$626.61,$200.52,32.0%
55-1237,"TAPER LEAF SPRING, 02-21 NAVISTAR/INTERNATIONAL REAR AIR SUSPENSION, TANDEM (3544145C99)","HD-Steering & Suspension","Wuboro Farms",1.00,$422.28,$630.25,$422.28,$630.25,$207.97,33.0%
43-1781,"LEAF SPRING, 19-14 FORD F150 (9L3Z5560A/9L345560AE)","HD-Steering & Suspension","Wuboro Farms",2.00,$208.42,$330.83,$416.84,$661.66,$244.82,37.0%
CM-10012097,"BRAKE DRUM 16.5 X 8.625 (93807X, 66854BF, 3807AX/X, N42A1658625B, SSD6907)","HD-Heavy Duty Brake Comp",—,1.00,$413.96,$617.84,$413.96,$617.84,$203.88,33.0%
345-971,"TORQUE ROD","HD-Steering & Suspension","Wuboro Farms",2.00,$206.61,$327.95,$413.22,$655.90,$242.68,37.0%
55-1231,"TAPER LEAF SPRING, 02-21 NAVISTAR/INTERNATIONAL SINGLE AXLE, 18-20 GMC/CHEV 4500HD-6500HD AIR SUSP. (3544137C98)","HD-Steering & Suspension","Wuboro Farms",1.00,$413.16,$616.64,$413.16,$616.64,$203.48,33.0%
55-1233,"TAPER LEAF SPRING, 02-21 NAVISTAR/INTERNATIONAL SINGLE AXLE, 18-20 GMC/CHEV 4500HD-6500HD AIR SUSP. (3544138C98)","HD-Steering & Suspension","Wuboro Farms",1.00,$413.16,$616.64,$413.16,$616.64,$203.48,33.0%
334-1628,"PIVOT KIT (S-26321)","HD-Steering & Suspension","Wuboro Farms",2.00,$205.94,$326.89,$411.88,$653.78,$241.90,37.0%
2--N66-HYD003,"#04 - #12 STEEL NPT JUMP SIZE HYD ADAPTER","HD-Hose & Fittings","Humoor Energy",212.00,$1.94,$4.13,$411.28,$875.56,$464.28,53.0%
22777560,"GASKET , VALVE COVER","HD-Engine Comp",—,1.00,$409.15,$580.34,$409.15,$580.34,$171.19,29.5%
A-457,"5/8"" Y STEEL FTG","HD-Hose & Fittings","Xiburg Technology",9.00,$45.29,$76.76,$407.61,$690.84,$283.23,41.0%
43-1261,"LEAF SPRING, 99-07 FORD F250/F350, 99-04 REAR (F81Z5560BA/F81A5560BE)","HD-Steering & Suspension","Wuboro Farms",2.00,$203.62,$323.21,$407.24,$646.42,$239.18,37.0%
22-909,"LEAF SPRING, GMC/CHEV 92-2000, REAR [BLAZER, JIMMY, TAHOE, YUKON] (15644917)","HD-Steering & Suspension","Wuboro Farms",2.00,$200.57,$318.36,$401.14,$636.72,$235.58,37.0%
361-648K,"U-Bolt Kit, Airliner","HD-Lighting & Electrical","Wuboro Farms",8.00,$50.01,$84.76,$400.08,$678.08,$278.00,41.0%
ESO105810,"MOBILITH SHC007 GREASE, 18.9L [PAIL]",HD-Fluids,—,1.00,$399.60,$570.87,$399.60,$570.87,$171.27,30.0%
CS-9-138,"TRAILER BRAKE DRUM, 1/2"" STUD - 8 STUD","HD-Trailer Brake Comp","Wuboro Farms",4.00,$99.44,$160.39,$397.76,$641.56,$243.80,38.0%
66761R,"BRAKE ROTOR","HD-Heavy Duty Brake Comp","Xistone Consulting",2.00,$198.00,$319.35,$396.00,$638.70,$242.70,38.0%
N65033-10-10,"#10 R5  FIELD ATTACHABLE","HD-Hose & Fittings","Humoor Energy",13.00,$30.25,$55.00,$393.25,$715.00,$321.75,45.0%
110281S,"SELLICK THROTTLE PEDAL, COMPLETE","HD-Equipment & Hydraulics","Botown Retail",1.00,$392.81,$586.27,$392.81,$586.27,$193.46,33.0%
22-795,"LEAF SPRING, GMC/CHEV (15620357)","HD-Steering & Suspension","Wuboro Farms",2.00,$194.86,$314.29,$389.72,$628.58,$238.86,38.0%
43-1157,"LEAF SPRING, FORD E-SERIES (F5UZ5560D/F5UA5560SB)","HD-Steering & Suspension","Wuboro Farms",2.00,$194.86,$314.29,$389.72,$628.58,$238.86,38.0%
CL1230,"Detroit Diesel 10.50"" V-Band Clamp, DPF Inlet, EPA10/GHG14, DD13/15",HD-Emissions,"Eagate Mechanical",6.00,$64.79,$98.91,$388.74,$593.46,$204.72,34.5%
201.3013,"Flanged Wheel Nut, M22x1.5, Hex Size 33mm","HD-Wheel Comp","Iview Commercial",124.00,$3.13,$6.26,$388.12,$776.24,$388.12,50.0%
HIB9828826,BRACKET/CP,"HD-Equipment & Hydraulics","Iuboro Transport",1.00,$387.99,$579.08,$387.99,$579.08,$191.09,33.0%
345-956,"DIFF TO FRAME TORQUE RODS","HD-Steering & Suspension","Wuboro Farms",2.00,$192.82,$311.00,$385.64,$622.00,$236.36,38.0%
206742,"HIGH TEMP PRESS SWITCH MILLER","HD-Equipment & Hydraulics",—,1.00,$382.92,$571.51,$382.92,$571.51,$188.59,33.0%
2432531,JOINT-EXPANS,"HD-Engine Comp",—,1.00,$381.91,$537.92,$381.91,$537.92,$156.01,29.0%
373-0123,"VOYAGER 1PC WHEEL SEAL (SKF42623/42627, 370065A/380056A, 372-7099, 307-0723, 10045889, 42622)","HD-Wheel Comp","Wuboro Farms",8.00,$47.68,$80.81,$381.44,$646.48,$265.04,41.0%
RAM-VB-168-SW1,"RAM LAPTOP MOUNT STAND","HD-Equipment & Hydraulics",—,1.00,$380.95,$568.57,$380.95,$568.57,$187.62,33.0%
5010753D,"Webasto SmarTemp Control FX 2.0 Base Kit (No Adapter Harness","HD-Truck Accessories",—,2.00,$189.99,$306.43,$379.98,$612.86,$232.88,38.0%
FPK125937,"Hydraulic Disc Brake Rotor, Flat, 15.375"" Dia., Navistar/Ford","HD-Heavy Duty Brake Comp",—,2.00,$189.90,$306.29,$379.80,$612.58,$232.78,38.0%
A06-93356-002,"UTILITY LIGHT/LAMP, LED, 12V","HD-Lighting & Electrical","Enson Forestry",1.00,$379.64,$546.23,$379.64,$546.23,$166.59,30.5%
KITFR4726-501FFA,"4726 BRAKE SHOE KIT W/ HARDWARE","HD-Heavy Duty Shoes","Weriver Electrical",4.00,$93.95,$155.29,$375.80,$621.16,$245.36,39.5%
24-234504,"Shock Absorber, Rear, Freightliner XC","HD-Steering & Suspension",—,2.00,$187.87,$303.02,$375.74,$606.04,$230.30,38.0%
50-275,"LEAF SPRING, HENDRICKSON (45121)","HD-Steering & Suspension","Wuboro Farms",1.00,$374.78,$567.87,$374.78,$567.87,$193.09,34.0%
3758X,"BRAKE DRUM, 16x5 (CM10014756,  ABP N42A1655BFV, 65158B)","HD-Heavy Duty Drums",—,2.00,$186.35,$262.47,$372.70,$524.94,$152.24,29.0%
20504406,"V-Band Clamp, Volvo",HD-Exhaust,"Boharbor Partners",6.00,$61.86,$106.65,$371.16,$639.90,$268.74,42.0%
AF4331,"Engine Air Filter, Freightliner/Western Star",HD-Filters,"Enson Forestry",2.00,$184.64,$263.78,$369.28,$527.56,$158.28,30.0%
LF17519,"Engine Oil Filter Cartridge, Navistar N13/A26",HD-Filters,"Enson Forestry",5.00,$73.81,$115.33,$369.05,$576.65,$207.60,36.0%
N42A154B,"BRAKE DRUM, BALANCED 15""x4"" (CM10001781, GUN 3800X)","HD-Heavy Duty Drums",—,2.00,$183.29,$258.16,$366.58,$516.32,$149.74,29.0%
383-0136,"VOYAGER 1PC WHEEL SEAL (SKF35066/35058, 370001A/380001A, 382-8036, 382-0836, 10045885)","HD-Wheel Comp","Wuboro Farms",7.00,$52.04,$88.20,$364.28,$617.40,$253.12,41.0%
ARW-3600866,"TILT INDICATOR HIAB CRANES","HD-Equipment & Hydraulics","Iuboro Transport",1.00,$364.15,$543.49,$364.15,$543.49,$179.34,33.0%
69-285,"LEAF SPRING, 05-21 NISSAN FRONTIER - 4WD (55020-EB005)","HD-Steering & Suspension","Wuboro Farms",2.00,$181.73,$293.11,$363.46,$586.22,$222.76,38.0%
"HDR-60383-000 (Dayton 321-388)","HENDRICKSON STYLE SUSPENSION BUSHING","HD-Steering & Suspension","Wuboro Farms",4.00,$90.72,$146.32,$362.88,$585.28,$222.40,38.0%
FPK123573,"Hydraulic Disc Rotor (23123573004, 23123573009, 3531661C2, 2508137C1, 2509073C1, 2596609C1, 3531661C1, 573922C1, BW145349, 4C4Z1125GC)","HD-Heavy Duty Brake Comp","Toshore Electrical",2.00,$179.90,$290.16,$359.80,$580.32,$220.52,38.0%
WEB5010666B,"THERMOSTAT PRO 50 ECO 24V DIES","HD-Cooling & HVAC","Xistone Consulting",1.00,$359.10,$544.11,$359.10,$544.11,$185.01,34.0%
SEN2200,"NOX SENSOR, OUTLET (DDE-A0101532328)",HD-Emissions,"Eagate Mechanical",1.00,$358.33,$504.71,$358.33,$504.71,$146.38,29.0%
476445028,"HEAT WRAP SLEEVE (FOIL TAPE)",HD-Exhaust,"Enson Forestry",95.00,$3.75,$8.15,$356.25,$774.25,$418.00,54.0%
5260632,"Fuel Transfer/Priming Pump, ISC/ISL","HD-Engine Comp",—,1.00,$356.19,$501.69,$356.19,$501.69,$145.50,29.0%
N65033-06-06,"#06 R5  FIELD ATTACHABLE","HD-Hose & Fittings","Humoor Energy",12.00,$29.67,$53.95,$356.04,$647.40,$291.36,45.0%
59-428,"TAPER LEAF SPRING, KENWORTH (HK48110-1440)","HD-Steering & Suspension","Wuboro Farms",1.00,$353.86,$536.17,$353.86,$536.17,$182.31,34.0%
"4X4X1/2 FLAT PLATE","STEEL PLATE","HD-Fabrication & Building","Faburg Concrete",1.00,$353.57,$508.72,$353.57,$508.72,$155.15,30.5%
46-1425,"TAPER LEAF SPRING, SPRINTER VAN (9063203806/68017214AA)","HD-Steering & Suspension","Wuboro Farms",1.00,$351.95,$533.27,$351.95,$533.27,$181.32,34.0%
179.3025.20,"AIRPOWER 3 IN 1 LINE 20 FEET ","HD-Trailer Comp","Iview Commercial",2.00,$175.89,$283.69,$351.78,$567.38,$215.60,38.0%
KEG24515Q,"4515 Brake Shoe Kit- 16.5""x7"" Meritor Q","HD-Heavy Duty Shoes",—,7.00,$49.99,$92.58,$349.93,$648.06,$298.13,46.0%
DDE-J-47410,"DETROIT TERMINAL REPAIR","HD-Lighting & Electrical","Enson Forestry",35.00,$9.98,$23.76,$349.30,$831.60,$482.30,58.0%
84739661,"ACCELERATOR PEDAL","HD-Lighting & Electrical",—,1.00,$345.08,$503.78,$345.08,$503.78,$158.70,31.5%
69-293,"LEAF SPRING, 05-16 NISSAN XTERRA (55020-EA20A)","HD-Steering & Suspension","Wuboro Farms",2.00,$172.13,$282.17,$344.26,$564.34,$220.08,39.0%
GSK1090,"Caterpillar 13.5"" ID X 14.375"" OD DPF Stamped Metal Gasket",HD-Emissions,"Eagate Mechanical",9.00,$38.02,$61.32,$342.18,$551.88,$209.70,38.0%
F191357,"GREASE (LOW TEMP)",HD-Fluids,"Zoburg Maintenance",36.50,$9.33,$15.29,$340.55,$558.09,$217.54,39.0%
FPK123572,"Hydraulic Disc Rotor (23123572002, 23123572004, 23123572009, E-6115, E14572, E-14572, E6115, D6194AM, 2505097C1, 1646770C1, 1646770C2)","HD-Heavy Duty Brake Comp",—,2.00,$169.90,$278.52,$339.80,$557.04,$217.24,39.0%
289220-02,"SWITCH LIFTGATE","HD-Lighting & Electrical","Xospring Solutions",1.00,$337.42,$492.60,$337.42,$492.60,$155.18,31.5%
SPL70X,"U JOINT KIT","HD-Drive Train",—,5.00,$67.28,$116.00,$336.40,$580.00,$243.60,42.0%
15-7501,"FAN ASSY.12 VOLT","HD-Cooling & HVAC",—,1.00,$336.36,$517.49,$336.36,$517.49,$181.13,35.0%
2--N65033-04-04,"#04 R5  FIELD ATTACHABLE",Uncategorized,—,16.00,$20.87,$59.63,$333.92,$954.08,$620.16,65.0%
3905829,"LINK V9` TOP SEAT","HD-Equipment & Hydraulics","Iuboro Transport",7.00,$47.64,$83.58,$333.48,$585.06,$251.58,43.0%
561.90970,"EGR Crossover Tube Soft Hose","HD-Engine Comp","Iview Commercial",12.00,$27.64,$46.07,$331.68,$552.84,$221.16,40.0%
A0004902241,"EXH CLAMP",HD-Exhaust,"Ruridge Mining",2.00,$164.21,$269.19,$328.42,$538.38,$209.96,39.0%
22-793,"LEAF SPRING, GMC/CHEV (15620356)","HD-Steering & Suspension","Wuboro Farms",2.00,$163.44,$267.93,$326.88,$535.86,$208.98,39.0%
43-818,"TAPER LEAF SPRING, FORD F250/FF350/F450/F550 (YC3Z5310AN/YC355310APC)","HD-Steering & Suspension","Wuboro Farms",2.00,$163.44,$267.93,$326.88,$535.86,$208.98,39.0%
ABP-N42AS-AS1173,"REAR SLACK ADJUSTERS","HD-Heavy Duty Brake Comp","Enson Forestry",5.00,$65.29,$112.57,$326.45,$562.85,$236.40,42.0%
2--N66-HYD001,"#04 - #16 STEEL JIC ORB NPT HYD ADAPT CAP & PLUG","HD-Hose & Fittings","Humoor Energy",288.00,$1.13,$2.40,$325.44,$691.20,$365.76,52.9%
3--N66-HYD001,"#04 - #16 STEEL JIC ORB NPT HYD ADAPT CAP & PLUG","HD-Hose & Fittings","Humoor Energy",288.00,$1.13,$2.40,$325.44,$691.20,$365.76,52.9%
PEV251615L101QG,"Power Steering Pump, Freightliner","HD-Steering & Suspension","Creshore Construction",1.00,$325.00,$500.01,$325.00,$500.01,$175.01,35.0%
NL4875-075,"3/4"" SILICONE HEATER HOSE (1.08"" OD)","HD-Hose & Fittings","Humoor Energy",87.00,$3.73,$7.46,$324.51,$649.02,$324.51,50.0%
LF14009NN,"Engine Oil FIlter, Cummins ISL/L9",HD-Filters,"Enson Forestry",5.00,$64.76,$102.79,$323.80,$513.95,$190.15,37.0%
69-255,"LEAF SPRING, 98-04 NISSAN FRONTIER - 4WD (55020-4S100)","HD-Steering & Suspension","Wuboro Farms",2.00,$161.19,$264.24,$322.38,$528.48,$206.10,39.0%
M4V310-08-12VDC,"AIR MANIFOLD/ SOLENOID- CP","HD-Equipment & Hydraulics",—,3.00,$107.13,$175.62,$321.39,$526.86,$205.47,39.0%
P550848,"FUEL/WATER SEPARATOR, (FS19732, 33732, BF1385-SPS)",HD-Filters,"Niplains Towing",6.00,$53.52,$86.32,$321.12,$517.92,$196.80,38.0%
AT435649,"Hydraulic Filter",Off-Road,"Botown Retail",2.00,$160.22,$200.28,$320.44,$400.56,$80.12,20.0%
HIB-3845907,PLATE,"HD-Equipment & Hydraulics","Iuboro Transport",3.00,$106.67,$174.86,$320.01,$524.58,$204.57,39.0%
R955300PGX,"MODEL IS COALESCING DRYER 12V (REPLACES R955300-G)","HD-Air Brakes & Air Suspension","Toshore Electrical",2.00,$159.94,$262.19,$319.88,$524.38,$204.50,39.0%
VSP9007,"9007 VIVID LUMEN LED BULB","HD-Lighting & Electrical","Enson Forestry",2.00,$159.91,$246.02,$319.82,$492.04,$172.22,35.0%
ARW-5420415,"SEAL KIT 410K MAIN LIFT","HD-Equipment & Hydraulics","Iuboro Transport",1.00,$319.33,$483.85,$319.33,$483.85,$164.52,34.0%
8391611,"BUSHING COLUMN TURRET","HD-Equipment & Hydraulics","Iuboro Transport",2.00,$159.38,$252.98,$318.76,$505.96,$187.20,37.0%
820.B59671P,"EXHAUST BELLOWS KENWORTH/PETERBILT (M667671302, M741020001)",HD-Exhaust,"Iview Commercial",1.00,$318.74,$490.38,$318.74,$490.38,$171.64,35.0%
CS-9-138-916,"TRAILER BRAKE DRUM, 9/16"" STUD (CS-9-138-916)","HD-Trailer Brake Comp","Wuboro Farms",4.00,$79.52,$128.26,$318.08,$513.04,$194.96,38.0%
2--N66-HYD002,"#04 - #16 STEEL HYD ORFS ADAPT/CAP/PLUG","HD-Hose & Fittings","Humoor Energy",170.00,$1.87,$3.98,$317.90,$676.60,$358.70,53.0%
55-1235,"TAPER LEAF SPRING,  02-21 NAVISTAR/INTERNATIONAL REAR AIR SUSPENSION, TANDEM (3544144C99)","HD-Steering & Suspension","Wuboro Farms",1.00,$312.58,$480.90,$312.58,$480.90,$168.32,35.0%
3533426C3,"FITTING, FUEL LINE, OUTLET, STRAIGHT","HD-Engine Comp",—,5.00,$62.46,$95.36,$312.30,$476.80,$164.50,34.5%
KITFR4720-501FFA,"Brake Shoe Kit, 16.5""x5"", Meritor Q+","HD-Air Brakes & Air Suspension","Weriver Electrical",4.00,$77.95,$125.73,$311.80,$502.92,$191.12,38.0%
MOD-3S052740,"RADIATOR TANK GASKET KIT","HD-Misc / Other","Ruridge Mining",1.00,$311.20,$478.78,$311.20,$478.78,$167.58,35.0%
N63534-12-12,"#12 BW CRIMP COUPLING X #12 FEMALE JIC SWIVEL 90 LONG","HD-Hose & Fittings","Humoor Energy",13.00,$23.84,$44.15,$309.92,$573.95,$264.03,46.0%
980531-G,"HYDRA ROTORS 8-STUD HINO","HD-Heavy Duty Brake Comp",—,2.00,$153.94,$252.35,$307.88,$504.70,$196.82,39.0%
202213,"D-Series Pro Spot Lamp, Black, Pair","HD-Lighting & Electrical","Afield Plumbing",1.00,$307.18,$448.45,$307.18,$448.45,$141.27,31.5%
3080708,"Piston Cooling Nozzle ","HD-Engine Comp","Xistone Consulting",6.00,$51.17,$78.73,$307.02,$472.38,$165.36,35.0%
N65032-08-08,"#08 R5  FIELD ATTACHABLE","HD-Hose & Fittings","Humoor Energy",11.00,$27.89,$50.71,$306.79,$557.81,$251.02,45.0%
AA4FHM3E,"BETTS, ROUND 4"" AMBER TURN/TAIL","HD-Lighting & Electrical","Noburg Oilfield Services",3.00,$102.25,$162.30,$306.75,$486.90,$180.15,37.0%
383-0166,"VOYAGER WHEEL SEAL","HD-Wheel Comp","Wuboro Farms",8.00,$38.34,$66.10,$306.72,$528.80,$222.08,42.0%
KL-HF0080,"AW 22 HYDRAULIC FLUID, 18.9L [PAIL]",HD-Fluids,—,6.70,$45.70,$65.29,$306.19,$437.44,$131.25,30.0%
122896,"MOBIIL DELVAC 1 ESP 0W-40",HD-Fluids,"Hibridge Supply",37.80,$8.08,$13.25,$305.42,$500.85,$195.43,39.0%
ABP10081520,"Preset Wheel Seal and Spacer Kit","HD-Wheel Comp","Enson Forestry",4.00,$76.31,$121.13,$305.24,$484.52,$179.28,37.0%
2200120L,"VALPAR HD GEAR OIL, 80W90 (GL-5 LS), 20L [PAIL]",HD-Fluids,—,2.00,$152.51,$217.88,$305.02,$435.76,$130.74,30.0%
NL4875-050,"1/2"" BLUE SILICONE HEATER HOSE (.83"" OD)","HD-Hose & Fittings","Humoor Energy",99.00,$3.08,$6.16,$304.92,$609.84,$304.92,50.0%
76-8430,"2 WIRE, 16GA, GREY JACKET CABLE","HD-Lighting & Electrical",—,148.00,$2.06,$4.38,$304.88,$648.24,$343.36,53.0%
68449546AA,"75W85 Gear Oil, with Friction Modifier",HD-Fluids,—,7.00,$43.53,$62.19,$304.71,$435.33,$130.62,30.0%
182.415,"WHEEL BEARING KIT HM518410/HM518445","HD-Wheel Comp","Iview Commercial",12.00,$25.35,$46.09,$304.20,$553.08,$248.88,45.0%
3670920C3,"SEAL, COW","HD-Cooling & HVAC",—,1.00,$304.07,$467.81,$304.07,$467.81,$163.74,35.0%
345-898,"TORQUE ROD ","HD-Steering & Suspension","Wuboro Farms",2.00,$151.69,$248.67,$303.38,$497.34,$193.96,39.0%
A4600700987,"Fuel Injector Reseal Kit, DD13/15/16, OEM","HD-Engine Comp",—,1.00,$300.46,$423.20,$300.46,$423.20,$122.74,29.0%
5184,"BATTERY TERMINAL FUSE 125AMP (3874243C1)","HD-Lighting & Electrical","Braman Consulting",11.00,$27.29,$49.62,$300.19,$545.82,$245.63,45.0%
550026891,"Shell Spirax S4 TXM, 20l Pail ",HD-Fluids,—,3.00,$100.00,$142.86,$300.00,$428.58,$128.58,30.0%
22-403,"LEAF SPRING, GMC/CHEV (3941764)","HD-Steering & Suspension","Wuboro Farms",2.00,$149.63,$247.32,$299.26,$494.64,$195.38,39.5%
A0001485007,"Fuel/Water Separator Cartridge Filter Kit, Freightliner/Western Star, OEM, Fuel Pro 485/487/488/499",HD-Filters,"Enson Forestry",2.00,$149.29,$216.37,$298.58,$432.74,$134.16,31.0%
PS3/16,"PLATE STEEL 3/16""","HD-Fabrication & Building","Faburg Concrete",33.00,$9.03,$17.71,$297.99,$584.43,$286.44,49.0%
HF35153,"Allison Transmission Filter Kit, 3000/4000 Series, Shallow Sump",HD-Filters,"Enson Forestry",3.00,$99.17,$148.01,$297.51,$444.03,$146.52,33.0%
62094130008,"BOOST CONTROL VALVE SOLENOID","HD-Engine Comp",—,1.00,$296.94,$430.36,$296.94,$430.36,$133.42,31.0%
820.B59541P,"EXHUAST BELLOWS KENWORTH PETERBILT PREM (M663541, M664111)",HD-Exhaust,"Iview Commercial",1.00,$296.25,$462.89,$296.25,$462.89,$166.64,36.0%
59813,"ULTRA BLACK GASKET MAKER CARTRIDGE 300ML",HD-Fluids,"Cuview Management",11.00,$26.90,$38.43,$295.90,$422.73,$126.83,30.0%
AF25858,"AIR FILTER, Peterbilt (46919, P542753, RS4564)",HD-Filters,"Enson Forestry",4.00,$73.61,$115.02,$294.44,$460.08,$165.64,36.0%
C000900200,"BLUE COOLANT , HINO /JUG",HD-Fluids,—,6.00,$48.92,$69.89,$293.52,$419.34,$125.82,30.0%
41160,"RED/SILVER REFLECTIVE TAPE 2"", (CONSPICUITY)","HD-Body Exterior","Weriver Electrical",376.00,$0.78,$1.70,$293.28,$639.20,$345.92,54.1%
HIB-3850731,PLATE,"HD-Equipment & Hydraulics","Iuboro Transport",2.00,$146.47,$236.24,$292.94,$472.48,$179.54,38.0%
573.D450DR,"DELTA RING WINCH STRAP 4""","HD-Truck Accessories","Iview Commercial",10.00,$29.27,$52.27,$292.70,$522.70,$230.00,44.0%
N65033-08-08,"#08 R5  FIELD ATTACHABLE","HD-Hose & Fittings","Humoor Energy",11.00,$26.53,$48.24,$291.83,$530.64,$238.81,45.0%
373-0143,"VOYAGER 1PC WHEEL SEAL (46305/46300, 3700025A/3800025A, 372-7097/307-0743, 10045888)","HD-Wheel Comp","Aiboro Rentals",6.00,$48.45,$82.12,$290.70,$492.72,$202.02,41.0%
N63534-10-10,"#10 BW CRIMP COUPLING X #10 FEMALE JIC SWIVEL 90 LONG","HD-Hose & Fittings","Humoor Energy",13.00,$22.30,$41.30,$289.90,$536.90,$247.00,46.0%
S-24691,"SUSPENSION BUSHING PIVOT KIT (334-1576)","HD-Steering & Suspension","Wuboro Farms",2.00,$144.83,$239.39,$289.66,$478.78,$189.12,39.5%
IBEAMS4x7.70,"S4 X 7.70 I-BEAM S100 X 11","HD-Fabrication & Building","Tuford Mining",17.00,$17.00,$32.08,$289.00,$545.36,$256.36,47.0%
500388000,"ENGINE AIR PRE FILTER",HD-Filters,"Keman Electrical",1.00,$287.19,$398.88,$287.19,$398.88,$111.69,28.0%
A9360900651,"Fuel Filter Cartridge Kit, Detroit DD5/DD8, OEM",HD-Filters,"Enson Forestry",2.00,$143.46,$207.92,$286.92,$415.84,$128.92,31.0%
SQT2x2x1/8,"SQUARE TUBING 2""x2""x1/8""","HD-Fabrication & Building","Faburg Concrete",85.00,$3.36,$6.72,$285.60,$571.20,$285.60,50.0%
CPA3/16,"CHECKER PLATE ALUMINUM 3/16""","HD-Fabrication & Building","Faburg Concrete",25.00,$11.38,$21.88,$284.50,$547.00,$262.50,48.0%
CL1050,"Cummins 5"" Wide V-Band Clamp",HD-Exhaust,"Eagate Mechanical",6.00,$47.33,$84.52,$283.98,$507.12,$223.14,44.0%
47022,"22"" WIPER BLADE","HD-Truck Accessories","Vatown Works",29.00,$9.78,$21.26,$283.62,$616.54,$332.92,54.0%
345-212,"FREIGHTLINER TORQUE ROD 23.89""","HD-Steering & Suspension","Wuboro Farms",2.00,$141.74,$234.28,$283.48,$468.56,$185.08,39.5%
CL1030,"Cummins 13.5"" V-Band Clamp",HD-Exhaust,"Eagate Mechanical",4.00,$70.86,$122.17,$283.44,$488.68,$205.24,42.0%
372-7099,"STEMCO GRIT-GUARD 2PC WHEEL SEAL (42623/42627, 370065A/380065A, 307-0723, 373-0123, 10045889, 42622)","HD-Wheel Comp","Wuboro Farms",6.00,$47.22,$80.03,$283.32,$480.18,$196.86,41.0%
300-344,"KING PIN SET","HD-Steering & Suspension","Wuboro Farms",1.00,$279.70,$437.03,$279.70,$437.03,$157.33,36.0%
A4720921705,"Fuel Filter Kit, Detroit DD13/15/16, OEM, 2021-Current",HD-Filters,"Enson Forestry",3.00,$93.10,$142.14,$279.30,$426.42,$147.12,34.5%
507-ODC-59B,"MAGNETIC SWITCH 2"" SPDT","HD-Lighting & Electrical",—,9.00,$30.99,$56.35,$278.91,$507.15,$228.24,45.0%
DDE-A4720780180,"Fuel Line Pass-Through Seal","HD-Engine Comp",—,18.00,$15.49,$26.71,$278.82,$480.78,$201.96,42.0%
NL1363-100,"1"" CONTITECH RED ORTAC GP HOSE (1.50"" OD)","HD-Hose & Fittings","Humoor Energy",38.00,$7.33,$14.37,$278.54,$546.06,$267.52,49.0%
112101/85484,"DOM SEPARATOR CARTRIDGE",HD-Filters,—,1.00,$277.89,$385.96,$277.89,$385.96,$108.07,28.0%
85988,"Shock Absorber, Peterbilt, Rear Air Trac","HD-Steering & Suspension","Iview Commercial",3.00,$92.26,$148.81,$276.78,$446.43,$169.65,38.0%
1839415C91,"OIL PRESSURE SENSOR","HD-Engine Comp",—,1.00,$276.33,$400.49,$276.33,$400.49,$124.16,31.0%
F3030W,"3030 Standard Stoke Brake Chamber, Welded Clevis ","HD-Air Brakes & Air Suspension","Weriver Electrical",3.00,$92.05,$148.47,$276.15,$445.41,$169.26,38.0%
CL1240,"Detroit Diesel 10.50"" Gasketed Flat Clamp",HD-Exhaust,"Eagate Mechanical",2.00,$138.02,$228.13,$276.04,$456.26,$180.22,39.5%
15249419,"V-Band Exhaust Clamp, Isuzu",HD-Exhaust,—,1.00,$275.95,$431.17,$275.95,$431.17,$155.22,36.0%
