"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,FS19764,"Fuel/Water Separator, Cummins/Paccar, Davco/Fuel Pro 382, 10 Micron",HD-Filters,"Enson Forestry",8.00,0.00,8.00,0.00,$27.76,$41.52,$332.15,$110.11,33.2%,8,"59 days",3.00,4.53,2,4
Inventory,G3002,"Hi Count® 2"" Round 9-Diode LED Clearance Marker Light, Red","HD-Lighting & Electrical","Aiboro Rentals",13.00,0.00,13.00,0.00,$7.72,$13.99,$181.85,$81.45,44.8%,8,"87 days",2.00,11.03,2,6
Inventory,N60010-08,"BLACK HD SPIRAL WRAP (0.50-0.63"" ID)","HD-Hose & Fittings","Humoor Energy",25.00,0.00,25.00,0.00,$0.94,$2.09,$52.25,$28.75,55.0%,8,"158 days",55.00,0.77,0,0
Inventory,NB-2,BUSHING,"HD-Trailer Comp",—,22.00,0.00,22.00,0.00,$1.10,$2.40,$52.74,$28.48,54.0%,8,"74 days",10.00,3.73,12,24
Inventory,NN8SC-050,"1/2"" NC NYLON LOCKNUT",HD-Fasteners,"Aiboro Rentals",12.00,0.00,12.00,0.00,$0.21,$0.60,$7.20,$4.68,65.0%,8,"108 days",106.00,0.19,0,0
Inventory,PC1462-4,"1/4"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",8.00,0.00,8.00,0.00,$3.57,$6.31,$50.44,$21.87,43.4%,8,"61 days",15.00,0.91,4,8
Inventory,PC1468-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",9.00,0.00,9.00,0.00,$2.95,$5.90,$53.10,$26.55,50.0%,8,"60 days",4.00,3.82,3,5
Inventory,TDA-19X1116,"CLEVIS PIN 1/2"" SLACK ADJUSTER","HD-Heavy Duty Brake Comp",—,8.00,0.00,8.00,0.00,$1.74,$3.58,$28.64,$14.72,51.4%,8,"110 days",3.00,4.53,6,16
Inventory,175-014,"7/8"" THICK WASHER",HD-Fasteners,"Wuboro Farms",48.00,0.00,48.00,0.00,$0.66,$1.65,$79.20,$47.52,60.0%,7,"68 days",7.00,11.64,0,0
Inventory,20047,"75W90 SYNTHETIC GEAR OIL 1L",HD-Fluids,"Baplains Solutions",8.00,0.00,4.00,4.00,$17.84,$23.72,$189.79,$47.04,24.8%,7,"66 days",1.00,13.58,2,6
Inventory,383-0136,"VOYAGER 1PC WHEEL SEAL (SKF35066/35058, 370001A/380001A, 382-8036, 382-0836, 10045885)","HD-Wheel Comp","Wuboro Farms",7.00,0.00,7.00,0.00,$50.17,$85.04,$595.26,$244.06,41.0%,7,"119 days",7.00,1.70,2,8
Inventory,46930,"Engine Air Filter, Ram HD, 6.7L Diesel, 07-24",HD-Filters,"Yahall Energy",7.00,0.00,8.00,0.00,$48.01,$77.98,$623.81,$239.72,38.4%,7,"55 days",2.00,5.94,1,2
Inventory,476445028,"HEAT WRAP SLEEVE (FOIL TAPE)",HD-Exhaust,"Enson Forestry",70.00,0.00,70.00,0.00,$3.72,$11.93,$834.90,$574.80,68.9%,7,"73 days",95.00,1.25,0,0
Inventory,83-2510,"Heat Shrinkable Ring Terminal. 12-10 Gauge, #10 Stud","HD-Lighting & Electrical","Aiboro Rentals",32.00,0.00,32.00,0.00,$0.98,$2.04,$65.40,$34.04,52.1%,7,"67 days",19.00,2.86,10,15
Inventory,8LWS-050,"1/2"" LOCK WASHER",HD-Fasteners,"Aiboro Rentals",39.00,0.00,49.00,0.00,$0.17,$0.48,$23.71,$15.48,65.3%,7,"66 days",175.00,0.38,0,0
Inventory,8WS-056,"9/16"" FLAT WASHER",HD-Fasteners,"Aiboro Rentals",40.00,0.00,40.00,0.00,$0.16,$0.46,$18.40,$12.00,65.2%,7,"97 days",502.00,0.14,25,100
Inventory,ABP-N83-MT1426,"STAT-O-SEAL - 11.23MM ID, FRT (23-13202-000/22-68425-000)","HD-Cooling & HVAC","Enson Forestry",10.00,0.00,12.00,0.00,$3.63,$6.61,$79.27,$35.76,45.1%,7,"69 days",4.00,4.24,10,20
Inventory,B194A,"194 AMBER BULB","HD-Lighting & Electrical",—,9.00,0.00,9.00,0.00,$0.85,$1.92,$17.27,$9.58,55.5%,7,"70 days",4.00,3.82,2,10
Inventory,CS-SE-18,"6-7K SEAL, 3.375""OD X 2.125""ID ","HD-Trailer Comp","Wuboro Farms",22.00,0.00,24.00,0.00,$1.83,$3.94,$94.60,$50.80,53.7%,7,"70 days",6.00,6.22,6,12
Inventory,CS8SC-050-150,"1/2""X1-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",30.00,0.00,30.00,0.00,$0.49,$1.15,$34.44,$19.74,57.3%,7,"95 days",37.00,1.38,10,50
Inventory,CS8SF-050-150,"1/2""X1-1/2"" NF BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",70.00,0.00,74.00,0.00,$0.63,$1.59,$117.32,$70.50,60.1%,7,"89 days",48.00,2.48,0,0
Inventory,DN-78,"7/8 DEEP NUT",HD-Fasteners,"Wuboro Farms",44.00,0.00,48.00,0.00,$1.55,$3.15,$151.12,$76.80,50.8%,7,"68 days",4.00,18.67,0,0
Inventory,G1003,"Hi Count® 2 1/2"" LED Clearance Marker Light, Amber, Built in Reflector","HD-Lighting & Electrical","Zoburg Maintenance",13.00,0.00,15.00,0.00,$9.57,$19.39,$290.80,$147.19,50.6%,7,"66 days",7.00,3.15,4,8
Inventory,LF3972,"Engine Oil Filter, ISB",HD-Filters,"Enson Forestry",7.00,0.00,8.00,0.00,$11.10,$21.35,$170.81,$81.98,48.0%,7,"55 days",2.00,5.94,1,3
Inventory,N63531-06-06,"#06 BW CRIMP COUPLING X #06 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",6.00,0.00,6.00,0.00,$4.42,$8.84,$53.04,$26.52,50.0%,7,"56 days",46.00,0.22,5,15
Inventory,N64CT-28,"CONSTANT TENSION GEAR CLAMP 1.46"" - 2.36"" (33-60MM)","HD-Hose & Fittings","Humoor Energy",10.00,0.00,18.00,0.00,$4.40,$6.84,$123.20,$44.00,35.7%,7,"82 days",6.00,2.83,2,6
Inventory,NL329-08,"#08 SAE100R16 HYD HOSE 4500 PS","HD-Hose & Fittings","Humoor Energy",119.00,0.00,127.00,0.00,$2.40,$5.09,$646.86,$342.06,52.9%,7,"61 days",43.50,4.64,100,350
Inventory,NL4905-250,"2-1/2"" 3-PLY BLUE SILICONE COOLANT HOSE (2.82"" OD)","HD-Cooling & HVAC","Humoor Energy",7.00,0.00,8.00,0.00,$4.90,$10.65,$85.20,$46.00,54.0%,7,"146 days",5.00,2.38,2,4
Inventory,PHL01212100,"GLADHAND SEAL","HD-Trailer Comp","Iview Commercial",8.00,0.00,8.00,0.00,$0.39,$0.74,$5.95,$2.83,47.6%,7,"61 days",106.00,0.13,10,30
Inventory,TP-6-111,"7/8"" EQ LOCK NUT",HD-Fasteners,"Wuboro Farms",16.00,0.00,16.00,0.00,$1.98,$4.20,$67.20,$35.60,53.0%,7,"130 days",0.00,0.00,0,0
Inventory,TP-7-1-1,"7/8"" NC WET EQUALIZER BOLT (RT3158)",HD-Fasteners,"Wuboro Farms",15.00,0.00,15.00,0.00,$5.59,$11.07,$166.03,$82.24,49.5%,7,"130 days",0.00,0.00,4,4
Inventory,WF10579,"Fuel/Water Separator, Frame Mount, Ram HD, 6.7L Diesel, 19-24",HD-Filters,"Yahall Energy",7.00,0.00,7.00,0.00,$77.38,$127.22,$890.54,$348.85,39.2%,7,"55 days",2.00,5.94,1,2
Inventory,125356,"Hydraulic Oil, 18.9L [Pail] (AW32, DTE24UB) ",HD-Fluids,"Hibridge Supply",17.00,0.00,16.00,0.00,$132.11,$185.48,"$2,967.60",$853.84,28.8%,6,"101 days",2.00,14.43,4,20
Inventory,1707018X,"STRAP KIT SPL170","HD-Drive Train","Enson Forestry",5.00,0.00,5.00,0.00,$31.06,$55.46,$277.30,$122.01,44.0%,6,"109 days",3.00,2.83,3,5
Inventory,571.LG10R,"Marker Light, 2.5"", Red, Incandescent","HD-Lighting & Electrical","Iview Commercial",2.00,0.00,2.00,0.00,$1.17,$2.49,$4.98,$2.64,53.0%,6,"110 days",3.00,1.13,0,1
Inventory,571.PT117,"PIGTAIL 2 WIRE","HD-Lighting & Electrical","Iview Commercial",9.00,0.00,9.00,0.00,$0.67,$1.68,$15.12,$9.09,60.1%,6,"59 days",7.00,2.18,5,15
Inventory,571.RF4SMR,"Reflector, 4"" Oval, Red, Screw-Mount","HD-Lighting & Electrical","Iview Commercial",5.00,0.00,5.00,0.00,$1.60,$3.42,$17.11,$9.11,53.2%,6,"73 days",7.00,1.21,0,1
Inventory,762405PK,"16-14GA Non-Insulated Butt Splice Connector","HD-Lighting & Electrical","Aiboro Rentals",12.00,0.00,12.00,0.00,$0.24,$0.69,$8.28,$5.40,65.2%,6,"126 days",0.00,0.00,0,0
Inventory,83-2511,"Heat Shrinkable Ring Terminal, 12-10 Gauge, 1/4"" Stud","HD-Lighting & Electrical","Aiboro Rentals",7.00,0.00,11.00,0.00,$1.03,$2.19,$24.09,$12.76,53.0%,6,"67 days",19.00,0.63,10,25
Inventory,AF4878,"Engine Air Filter",HD-Filters,"Enson Forestry",6.00,0.00,6.00,0.00,$38.70,$64.50,$386.98,$154.79,40.0%,6,"69 days",3.00,3.40,1,4
Inventory,CC2602B,"FLEETGUARD COOLANT/ANTIFREEZE TEST STRIP",HD-Fluids,"Enson Forestry",3.00,0.00,5.00,0.00,$1.95,$4.10,$20.50,$10.75,52.4%,6,"74 days",82.00,0.06,10,50
Inventory,CS8SC-050-300,"1/2""X3"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",28.00,0.00,28.00,0.00,$0.63,$1.57,$44.00,$26.44,60.1%,6,"68 days",194.00,0.25,0,0
Inventory,CS8SC-050-350,"1/2""X3-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",24.00,0.00,24.00,0.00,$1.13,$2.40,$57.60,$30.48,52.9%,6,"68 days",32.00,1.27,0,0
Inventory,CS8SC-062-500,"5/8""X5"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",7.00,0.00,7.00,0.00,$2.47,$5.25,$36.72,$19.46,53.0%,6,"123 days",20.00,0.59,0,0
Inventory,DUHP54DRM,"PETRO 5W40 SYNTHETIC DIESEL ENGINE OIL",HD-Fluids,"Iicastle Equipment",86.00,0.00,86.00,0.00,$7.06,$6.32,$543.79,-$63.37,-11.7%,6,"139 days",0.00,0.00,0,0
Inventory,N60012-908,"#08 ORB REPLACEMENT O-RING","HD-Hose & Fittings","Humoor Energy",11.00,0.00,12.00,0.00,$0.14,$0.40,$4.80,$3.12,65.0%,6,"59 days",32.00,0.58,10,25
Inventory,N63531-08-08,"#08 BW CRIMP COUPLING X #08 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",23.00,0.00,23.00,0.00,$5.87,$11.33,$260.56,$125.64,48.2%,6,"61 days",8.00,4.88,5,10
Inventory,NL4875-075,"3/4"" SILICONE HEATER HOSE (1.08"" OD)","HD-Hose & Fittings","Humoor Energy",53.00,0.00,53.00,0.00,$3.73,$7.46,$395.38,$197.69,50.0%,6,"132 days",87.00,1.03,50,150
Inventory,PMH-6,"SS GEAR CLAMP (5/16"" - 7/8""), 5/16"" WIDE","HD-Hose & Fittings","Aiboro Rentals",12.00,0.00,11.00,0.00,$1.54,$2.98,$32.80,$15.86,48.4%,6,"70 days",25.00,0.81,5,15
Inventory,R134A,Refrigerant,HD-Fluids,—,16.00,0.00,16.38,0.00,$14.21,$20.54,$336.52,$103.76,30.8%,6,"69 days",786.55,0.03,200,750
Inventory,RB-268-OS,"Bushing, Over Sized","HD-Steering & Suspension","Wuboro Farms",4.00,0.00,4.00,0.00,$27.12,$48.43,$193.72,$85.24,44.0%,6,"110 days",4.00,1.70,2,6
Inventory,RLHD2436FOOTHILLS,"MUD FLAP, FOOTHILLS GROUP LOGO","HD-Truck Accessories",—,11.00,0.00,11.00,0.00,$22.00,$40.00,$440.00,$198.00,45.0%,6,"68 days",180.00,0.10,50,0
Inventory,SHL550045128P,"15W40 ROTELLA T4, 18.9L [PAIL]",HD-Fluids,"Xistone Consulting",15.00,0.00,12.50,1.00,$83.33,$135.53,"$1,829.71",$704.74,38.5%,6,"52 days",42.50,0.60,5,10
Inventory,SR2000059,"Cabin Air FIlter, Paccar",HD-Filters,"Keman Electrical",6.00,0.00,6.00,0.00,$12.66,$23.72,$142.30,$66.33,46.6%,6,"68 days",2.00,5.09,2,4
Inventory,TDA-19X127,"CLEVIS PIN 1/4"" SLACK ADJUSTER (179.CP14)","HD-Heavy Duty Brake Comp",—,6.00,0.00,5.00,0.00,$0.46,$0.92,$4.58,$2.28,49.8%,6,"110 days",15.00,0.68,0,0
Inventory,ZFWMS-16,"16MM FLAT WASHER",HD-Fasteners,"Aiboro Rentals",62.00,0.00,62.00,0.00,$0.19,$0.54,$33.48,$21.70,64.8%,6,"60 days",111.00,0.95,0,0
Inventory,1460-4,"1/4"" BRASS TUBE SLEEVE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",7.00,0.00,8.00,0.00,$0.81,$1.80,$14.40,$7.92,55.0%,5,"132 days",25.00,0.48,5,15
Inventory,179.1002,"GLADHAND EMERGENCY ","HD-Trailer Comp","Iview Commercial",3.00,0.00,3.00,0.00,$2.59,$5.63,$16.89,$9.12,54.0%,5,"82 days",5.00,1.02,2,6
Inventory,209.2509,"TANG/SPINDLE WASHER","HD-Wheel Comp","Iview Commercial",9.00,0.00,9.00,0.00,$1.72,$1.63,$14.70,-$0.75,-5.1%,5,"150 days",4.00,3.82,0,0
Inventory,2507018X,"STRAP KIT","HD-Drive Train","Enson Forestry",5.00,0.00,5.00,0.00,$27.18,$48.54,$242.71,$106.79,44.0%,5,"68 days",5.00,1.70,2,6
Inventory,257002-448,"5W40 Synthetic, Chevron Delo 400 XSP, /L",HD-Fluids,"Nevale Foods",33.00,0.00,47.00,3.00,$7.66,$8.61,$430.70,$47.76,11.1%,5,"69 days",363.00,0.15,0,0
Inventory,3104230,"EGR Cooler Inlet Gasket","HD-Engine Comp",—,4.00,0.00,4.00,0.00,$56.97,$65.74,$262.95,$35.07,13.3%,5,"105 days",4.00,1.70,0,0
Inventory,334-1585,"Spring Pin Shim, 5/32""","HD-Steering & Suspension","Wuboro Farms",23.00,0.00,23.00,0.00,$1.39,$3.01,$69.28,$37.41,54.0%,5,"68 days",4.00,9.76,0,0
Inventory,334-804,"SHIM ","HD-Steering & Suspension","Wuboro Farms",20.00,0.00,20.00,0.00,$2.18,$4.85,$96.96,$53.36,55.0%,5,"68 days",0.00,0.00,0,0
Inventory,3963988,"Dowty Sealing Washer, 14mm","HD-Engine Comp",—,10.00,0.00,8.00,0.00,$5.87,$10.25,$82.00,$35.04,42.7%,5,"54 days",10.00,1.70,0,0
Inventory,3963990,"Dowty Sealing Washer, 12mm","HD-Engine Comp",—,18.00,0.00,15.00,0.00,$4.47,$6.80,$101.97,$34.92,34.3%,5,"54 days",11.00,2.78,0,0
Inventory,45210129,"CLEVIS BUSHING","HD-Air Brakes & Air Suspension",—,8.00,0.00,8.00,0.00,$3.88,$8.43,$67.44,$36.40,54.0%,5,"73 days",4.00,3.40,2,4
Inventory,47018,"18"" WIPER BLADE","HD-Truck Accessories","Vatown Works",8.00,0.00,8.00,0.00,$9.78,$18.68,$149.46,$71.22,47.7%,5,"68 days",21.00,0.65,6,16
Inventory,49902,"Engine Air Filter, Ford Super-Duty, 6.7l Diesel, 11-21",HD-Filters,"Mefield Supply",5.00,0.00,5.00,0.00,$50.12,$64.79,$323.94,$73.36,22.7%,5,"70 days",0.00,0.00,1,2
Inventory,76-3308PK,"Deutsch Terminal Socket DT 16-14GA","HD-Lighting & Electrical","Aiboro Rentals",14.00,0.00,13.00,0.00,$1.86,$3.63,$47.18,$23.00,48.8%,5,"82 days",13.00,1.83,10,20
Inventory,76-3309PK,"Deutsch Terminal Pin DT Series 16-14GA","HD-Lighting & Electrical","Aiboro Rentals",14.00,0.00,13.00,0.00,$1.52,$2.96,$38.49,$18.73,48.7%,5,"82 days",14.00,1.70,10,20
Inventory,769873,"5/8"" SPLIT LOOM","HD-Lighting & Electrical","Yahall Energy",17.00,0.00,17.00,0.00,$0.43,$0.94,$15.96,$8.65,54.2%,5,"68 days",142.00,0.20,50,100
Inventory,83-2414,"Heat Shrinkable Ring Terminal, 16-14 Gauge, 3/8"" Stud","HD-Lighting & Electrical","Aiboro Rentals",8.00,0.00,8.00,0.00,$0.02,$0.05,$0.36,$0.20,55.6%,5,"133 days",69.00,0.20,10,25
Inventory,84-4004PK,"1 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,6.00,0.00,6.00,0.00,$7.73,$15.04,$90.22,$43.84,48.6%,5,"82 days",2.00,5.09,2,12
Inventory,907028X,"STRAP KIT","HD-Drive Train",—,5.00,0.00,5.00,0.00,$17.14,$19.64,$98.22,$12.52,12.8%,5,"102 days",2.00,4.24,2,6
Inventory,AF26424,"ENGINE AIR FILTER, Freightliner/Western Star (Use with Secondary Filter AF27706)",HD-Filters,"Enson Forestry",3.00,0.00,3.00,0.00,$120.54,$177.27,$531.81,$170.18,32.0%,5,"110 days",1.00,5.09,1,2
Inventory,AF56102,"Cabin Air Filter, Pre-Filter, Paccar",HD-Filters,"Enson Forestry",5.00,0.00,5.00,0.00,$38.40,$64.00,$319.98,$127.99,40.0%,5,"132 days",3.00,2.83,2,4
Inventory,CS-SE-22,"3.5K TRAILER WHEEL SEAL 2.565""OD X 1.719""ID ",Uncategorized,"Wuboro Farms",11.00,0.00,11.00,0.00,$1.50,$4.01,$44.08,$27.58,62.6%,5,"82 days",4.00,4.67,4,8
Inventory,CS8SC-075-400,"3/4""X4"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",6.00,0.00,7.00,0.00,$2.51,$5.15,$36.05,$18.50,51.3%,5,"91 days",8.00,1.27,0,0
Inventory,CS8SC-075-550,"3/4""X5-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",7.00,0.00,7.00,0.00,$4.12,$7.37,$51.56,$22.73,44.1%,5,"91 days",5.00,2.38,0,0
Inventory,CS8SF-062-250,"5/8""X2-1/2"" NF BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",6.00,0.00,6.00,0.00,$1.48,$3.15,$18.90,$10.02,53.0%,5,"110 days",31.00,0.33,0,0
Inventory,"FUEL STK","DIESEL FUEL","HD-CORE / FEE","Quaisland Equipment",275.00,0.00,275.00,0.00,$1.39,$1.25,$344.25,-$38.00,-11.0%,5,"70 days",-275.00,0.00,0,0
Inventory,G1033,"Hi Count® 2 1/2"" LED Clearance Marker Light, Amber, Optic Lens","HD-Lighting & Electrical",—,4.00,0.00,4.00,0.00,$8.32,$16.32,$65.26,$31.97,49.0%,5,"70 days",2.00,3.40,2,8
Inventory,HF28943,"Transmission Filter Kit, Allison 3000/4000 Series, Deep Sump",HD-Filters,"Enson Forestry",3.00,0.00,5.00,0.00,$100.85,$150.52,$752.60,$248.34,33.0%,5,"75 days",1.00,5.09,1,3
Inventory,N60010-10,"BLACK HD SPIRAL WRAP (0.63"" ID)","HD-Hose & Fittings","Humoor Energy",14.00,0.00,43.00,0.00,$1.27,$2.70,$116.06,$61.50,53.0%,5,"56 days",51.00,0.47,0,0
Inventory,N60010-12,"BLACK HD SPIRAL WRAP (0.75"" ID)","HD-Hose & Fittings","Humoor Energy",23.00,0.00,24.00,0.00,$1.39,$2.96,$71.04,$37.68,53.0%,5,"60 days",76.00,0.51,25,0
Inventory,N60012-012,"0.364"" ID X 0.07"" 90D BUNA REP","HD-Hose & Fittings","Humoor Energy",12.00,0.00,12.00,0.00,$0.09,$0.26,$3.12,$2.04,65.4%,5,"61 days",92.00,0.22,0,0
Inventory,N61ET-06,"LINER GEAR CLAMP, 0.55"" - 0.87"" (14-22mm) <301 STAINLESS> ","HD-Hose & Fittings","Humoor Energy",9.00,0.00,3.00,6.00,$0.69,$0.90,$8.06,$1.86,23.1%,5,"74 days",4.00,3.82,2,6
Inventory,N68SL-306,"3.03-3.35"" (77-85mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy",6.00,0.00,6.00,0.00,$3.81,$8.69,$52.14,$29.30,56.2%,5,"70 days",7.00,1.46,2,6
Inventory,N79-100,"CUSHIONED TUBE SUPPORT FOR 1"" (26mm) OD ",HD-Fasteners,"Humoor Energy",4.00,0.00,4.00,0.00,$0.40,$1.06,$4.24,$2.64,62.3%,5,"67 days",8.00,0.85,5,15
Inventory,N79-113,"CUSHIONED TUBE SUPPORT 1-1/8"" (28mm) OD",HD-Fasteners,"Humoor Energy",8.00,0.00,9.00,0.00,$0.47,$1.26,$11.37,$7.11,62.5%,5,"66 days",10.00,1.36,5,10
Inventory,NL4875-100,"1"" BLUE SILICONE HEATER HOSE (1.33"" OD)","HD-Hose & Fittings","Humoor Energy",20.00,0.00,20.00,0.00,$5.21,$6.23,$124.53,$20.33,16.3%,5,"66 days",10.00,3.40,0,0
Inventory,NL560-06,"3/8 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",16.00,0.00,16.00,0.00,$0.66,$1.65,$26.40,$15.84,60.0%,5,"68 days",73.60,0.37,30,80
Inventory,PET-20,"SS HOSE CLAMP (1-3/8"" - 1-13/16""), 1/2"" WIDE","HD-Hose & Fittings","Aiboro Rentals",6.00,0.00,6.00,0.00,$1.56,$3.25,$19.50,$10.14,52.0%,5,"90 days",3.00,3.40,0,1
Inventory,PRS71159,"PRESTONE 50/50 ANTIFREEZE 3.78L, (ORANGE/GM DEXCOOL)",HD-Fluids,"Baplains Solutions",8.00,0.00,10.00,0.00,$14.58,$6.85,$68.51,-$77.30,-112.8%,5,"82 days",1.00,13.58,2,6
Inventory,RD-3-8777-0-TEMP,"Cabin Air Filter Element Kit, Western Star",HD-Filters,"Enson Forestry",2.00,0.00,4.00,0.00,$64.15,$101.00,$403.99,$147.39,36.5%,5,"52 days",2.00,1.70,2,3
Inventory,SH550045019,"10W30 SHELL ROTELLA T5, 18.9L PAIL",HD-Fluids,"Xistone Consulting",44.00,0.00,6.90,0.00,$88.89,$132.01,$910.86,$297.52,32.7%,5,"68 days",0.10,746.98,0,0
Inventory,SLCSF-056,"9/16"" NF STOVER LOCKNUT",HD-Fasteners,"Aiboro Rentals",15.00,0.00,15.00,0.00,$0.41,$1.03,$15.45,$9.30,60.2%,5,"74 days",69.00,0.37,0,0
Inventory,TP-10-163,"HUB CAP O RING (FOR K71-704-00)","HD-Trailer Brake Comp","Wuboro Farms",11.00,0.00,10.00,0.00,$2.15,$4.21,$42.06,$20.61,49.0%,5,"126 days",6.00,3.11,4,6
Inventory,W3600AX,"Brake Drum, 16.5x7","HD-Heavy Duty Drums","Qucastle Excavating",4.00,0.00,1.00,3.00,$63.48,$110.22,$440.86,$186.94,42.4%,5,"101 days",122.00,0.06,10,120
Inventory,ZSLNM10SC-16,"16MM CRS STOVER LOCKNUT",HD-Fasteners,"Aiboro Rentals",32.00,0.00,30.00,0.00,$1.20,$2.56,$76.70,$40.60,52.9%,5,"60 days",92.00,0.59,0,0
Inventory,1000-31RC925C,"**DELETE** GROUP 31 BATTERY, HEAVY DUTY",HD-Batteries,—,11.00,0.00,11.00,0.00,$87.54,$114.85,"$1,263.38",$300.49,23.8%,4,"181 days",0.00,0.00,0,0
Inventory,102408,"V-Band Clamp","HD-Engine Comp","Enson Forestry",2.00,0.00,2.00,0.00,$72.74,$55.53,$111.05,-$34.43,-31.0%,4,"105 days",1.00,3.40,1,1
Inventory,1461-4,"1/4"" BRASS TUBE NUT FOR NYLON","HD-Hose & Fittings","Humoor Energy",6.00,0.00,7.00,0.00,$0.52,$1.35,$9.44,$5.77,61.1%,4,"132 days",10.00,1.02,5,10
Inventory,1468-6B,"3/8"" BRASS TUBE X 1/4"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,0.00,4.00,0.00,$1.64,$3.48,$13.92,$7.38,53.0%,4,"55 days",3.00,2.26,3,5
Inventory,1469-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,0.00,4.00,0.00,$1.55,$3.30,$13.20,$7.00,53.0%,4,"151 days",4.00,1.70,3,5
Inventory,1474-6B,"3/8"" BRASS TUBE X 1/4"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",5.00,0.00,5.00,0.00,$2.50,$4.26,$21.28,$8.78,41.3%,4,"83 days",8.00,1.06,3,5
Inventory,1477-4,"1/4"" BRASS TUBE BULKHEAD UNION","HD-Hose & Fittings","Humoor Energy",3.00,0.00,3.00,0.00,$3.60,$7.20,$21.60,$10.80,50.0%,4,"68 days",10.00,0.51,0,1
Inventory,1493-6C,"3/8"" RUBBER DOT HOSE X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",10.00,0.00,11.00,0.00,$4.05,$8.10,$89.06,$44.53,50.0%,4,"83 days",4.00,4.24,3,5
Inventory,177.11696B,"PTC Swivel Male Elbow 3/8 X 1/4in","HD-Hose & Fittings","Iview Commercial",2.00,0.00,2.00,0.00,$6.12,$12.00,$24.00,$11.76,49.0%,4,"110 days",0.00,0.00,0,0
Inventory,179.1001,"GLADHAND SERVICE (1011S, 035045, RT36101)","HD-Trailer Comp","Iview Commercial",2.00,0.00,2.00,0.00,$2.59,$5.63,$11.26,$6.08,54.0%,4,"82 days",4.00,0.85,2,6
Inventory,180.10623,"HUB CAP (343-4249)","HD-Wheel Comp","Iview Commercial",2.00,0.00,2.00,0.00,$17.03,$32.13,$64.26,$30.20,47.0%,4,"105 days",0.00,0.00,0,0
Inventory,201.3014,"FLANGED CAP NUT (E6000A, R006000A)","HD-Wheel Comp","Iview Commercial",4.00,0.00,5.00,0.00,$1.45,$3.13,$15.63,$8.38,53.6%,4,"82 days",27.00,0.25,24,120
Inventory,29539579,"Transmission Filter, Spin-On, Allison 1000 Series",HD-Filters,"Enson Forestry",4.00,0.00,4.00,0.00,$22.20,$44.15,$176.58,$87.78,49.7%,4,"112 days",1.00,6.79,1,2
Inventory,3687051,"EGR Crossover Tube Seal, X15/X12","HD-Engine Comp","Enson Forestry",8.00,0.00,8.00,0.00,$36.61,$59.44,$475.54,$182.66,38.4%,4,"54 days",1.00,13.58,2,3
Inventory,373-0143,"VOYAGER 1PC WHEEL SEAL (46305/46300, 3700025A/3800025A, 372-7097/307-0743, 10045888)","HD-Wheel Comp","Aiboro Rentals",7.00,0.00,7.00,0.00,$49.08,$83.19,$582.33,$238.74,41.0%,4,"82 days",6.00,1.98,2,8
Inventory,42710563,"ADJUSTER KIT","HD-Heavy Duty Brake Comp",—,5.00,0.00,5.00,0.00,$9.23,$16.06,$80.28,$34.13,42.5%,4,"64 days",1.00,8.49,2,4
Inventory,45210125,"HALDEX SLACK ADJUSTER BUSHING","HD-Steering & Suspension","Weriver Electrical",6.00,0.00,6.00,0.00,$3.23,$4.81,$28.84,$9.47,32.8%,4,"64 days",13.00,0.78,0,0
Inventory,454301-4,"HUB CAP PLUG","HD-Wheel Comp",—,3.00,0.00,4.00,0.00,$3.38,$11.88,$47.52,$34.00,71.6%,4,"91 days",2.00,2.55,0,0
