report,report_prefix,story,story_title,requirement_id,kind,requirement_text,status,covering_cases,covering_c_ids,retired_only_anchor,text_candidates,verdict,judgement
Sales By Customer,SBC,10,Sort the report,S10-R8c,requirement,"S10-R8c:** While the re-fetch is in flight, the table shows the standard loading state; it clears when the re-ordered page arrives.",COVERED-DIRECT,SBC-TREE-09,C30129,,,,
Sales By Customer,SBC,10,Sort the report,S10-R9,requirement,S10-R9:** The sort column and direction are remembered between visits — see Story 6. **Negative cases:**,COVERED-DIRECT,SBC-PERS-01,C30174,,,,
Sales By Customer,SBC,10,Sort the report,S10-N1,negative,"S10-N1:** When the table has no customer rows, the sort controls on the headers are still present but produce no visible change.",CUT-BY-AUDIT,,,SBC-SORT-07,SBC-EMPTY-01(0.5); SBC-CALC-06(0.5); SBC-TREE-09(0.4),CUT-BY-AUDIT,"Retired SBC-SORT-07 covered it verbatim and was CUT 2026-07-28 as a no-op assertion (user-authorized Ruthless Usefulness Audit, build/report-suite/quality-audit-2026-07-28/). A test whose expected result is 'nothing happens' cannot fail informatively. Not re-authored."
Sales By Customer,SBC,11,Subtotal column behavior,S11-R1,requirement,S11-R1:** The Subtotal column is the rightmost column in the table.,COVERED-DIRECT,SBC-CALC-01; SBC-CALC-06,C30149; C30154,,,,
Sales By Customer,SBC,11,Subtotal column behavior,S11-R2,requirement,S11-R2:** The Subtotal column is pinned — it stays visible at the right edge while the user scrolls horizontally.,COVERED-DIRECT,SBC-CALC-06,C30154,,,,
Sales By Customer,SBC,11,Subtotal column behavior,S11-R3,requirement,"S11-R3:** Subtotal values are rendered at font-weight 700 on the column header, every customer row, every asset row, every invoice row, and the totals row. **Negative cases:**",COVERED-DIRECT,SBC-CALC-06,C30154,,,,
Sales By Customer,SBC,11,Subtotal column behavior,S11-N1,negative,"S11-N1:** No applicable user-visible negative cases. The Subtotal column is always present, always pinned, and always bold, regardless of permission, data, filters, or sort.",COVERED-DIRECT,SBC-CALC-06,C30154,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R1,requirement,"S12-R1:** The column heading reads ""Inv. Hrs"" (including the period after ""Inv"").",COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R2,requirement,"S12-R2:** The value on each row is hours invoiced minus hours worked, rounded to one decimal.",COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R3,requirement,"S12-R3:** A positive value is shown with a leading + sign, in the application's standard positive (green) color — for example, +1.5.",COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R4,requirement,"S12-R4:** A negative value is shown with a leading - sign, in the application's standard negative (red) color — for example, -1.5.",COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R5,requirement,S12-R5:** A zero or break-even value is shown as 0.0 in the default text color.,COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-R6,requirement,"S12-R6:** The same calculation, label, format, and coloring apply to customer, asset, and invoice rows. **Negative cases:**",COVERED-DIRECT,SBC-CALC-03,C30151,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-N1,negative,"S12-N1:** A customer, asset, or invoice with no labor (for example, a parts-only invoice) shows 0.0 in the default color. It is never blank, ""N/A,"" an em dash, or omitted. **Edge cases:**",COVERED-DIRECT,SBC-CALC-04,C30152,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-E1,edge,"S12-E1:** A value that rounds to 0.0 (for example, +0.04) is shown as 0.0 in the default text color.",COVERED-DIRECT,SBC-CALC-04,C30152,,,,
Sales By Customer,SBC,12,Inv. Hrs (Labor Delta) display,S12-E2,edge,"S12-E2:** A negative value is shown with a minus sign and one decimal — for example, -0.5.",COVERED-DIRECT,SBC-CALC-04,C30152,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R1,requirement,"S13-R1:** A column selector button is in the toolbar's action area, next to the overflow menu. It is a separate control, not an item inside the overflow menu.",COVERED-DIRECT,SBC-COL-01,C30156,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R2,requirement,"S13-R2:** Hovering the column selector shows the tooltip ""Column Selection.""",COVERED-DIRECT,SBC-COL-01,C30156,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R3,requirement,S13-R3:** Activating it opens a panel with one toggle per toggleable column.,COVERED-DIRECT,SBC-COL-01,C30156,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R4,requirement,"S13-R4:** The nine toggleable columns are, in order: Date, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %.",COVERED-DIRECT,SBC-COL-01,C30156,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R5,requirement,S13-R5:** Each toggle hides or shows that column's header and body cells together.,COVERED-DIRECT,SBC-COL-02,C30157,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R6,requirement,"S13-R6:** The Customer and Subtotal columns, and the chevron control column, are always present and do not appear in the toggle list.",COVERED-DIRECT,SBC-COL-02,C30157,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R7,requirement,"S13-R7:** When no saved selection exists, all nine toggleable columns default to visible.",COVERED-DIRECT,SBC-COL-01,C30156,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-R8,requirement,S13-R8:** The user's column selection is remembered between visits — see Story 6. **Negative cases:**,COVERED-DIRECT,SBC-PERS-01,C30174,,,,
Sales By Customer,SBC,13,Show or hide columns,S13-N1,negative,"S13-N1:** Hiding all nine toggleable columns is allowed. The table still renders the Customer and Subtotal columns, and the totals row still shows its Subtotal.",COVERED-DIRECT,SBC-COL-02,C30157,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R1,requirement,"S14-R1:** CSV downloads are started from two items in the toolbar's overflow menu — ""Download Summary (CSV)"" and ""Download Expanded View (CSV)."" There are no separate always-visible export buttons.",COVERED-DIRECT,SBC-EXP-01; SBC-EXP-16,C30159; C38856,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R2,requirement,"S14-R2:** The two menu items read exactly ""Download Summary (CSV)"" and ""Download Expanded View (CSV).""",COVERED-DIRECT,SBC-EXP-01; SBC-EXP-16,C30159; C38856,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R3,requirement,"S14-R3:** Both CSVs are generated on the server from the active date range, Product Type, location, Customer filter (Story 18), and sort, and contain the customers matching those filters (S18-R7).",COVERED-DIRECT,SBC-API-05; SBC-EXP-05,C30194; C30163,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R4,requirement,"S14-R4 (Summary contents):** The Summary CSV has one row per customer and no asset or invoice rows. Its columns, in this exact order, are: Customer, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %, Subtotal.",COVERED-DIRECT,SBC-EXP-16,C38856,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R5,requirement,"S14-R5 (Expanded contents):** The Expanded CSV contains the full Customer → Asset → Invoice tree. Its columns, in this exact order, are: Customer, Asset, Invoice #, Date, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Shop Supplies, Margin, Margin %, Subtotal.",COVERED-DIRECT,SBC-EXP-03,C30161,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R6,requirement,"S14-R6 (Expanded row shape):** In the Expanded CSV, a customer row fills the Customer cell and leaves Asset, Invoice #, and Date blank; an asset row leaves Customer blank, fills Asset, and leaves Invoice # and Date blank; an invoice row leaves Customer and Asset blank and fills Invoice # and Date.",COVERED-DIRECT,SBC-EXP-03,C30161,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R7,requirement,"S14-R7:** The ""Parts Sales"" bucket (S8-R6) appears as an asset row named ""Parts Sales"" in the Expanded CSV.",COVERED-DIRECT,SBC-EXP-03,C30161,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R8,requirement,"S14-R8:** Customer names in either CSV are plain — the ""(N)"" invoice count is not included.",COVERED-TEXT,SBC-EXP-03,C30161,,,COVERED-TEXT,"SBC-EXP-03 (C30161) expected 5 verbatim: 'Customer names are plain - the ""(N)"" invoice count is not included.' Anchor cites S14-R5/R6/R7/R13 only."
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R9,requirement,"S14-R9:** The Margin % cell is a plain number to one decimal with no percent sign (for example, 64.7); it is empty when the row's Subtotal is zero or below.",COVERED-TEXT,SBC-EXP-04,C30162,,,COVERED-TEXT,"SBC-EXP-04 (C30162) expected 1 verbatim: Margin % plain number to one decimal, no percent sign, EMPTY when Subtotal <= 0. Anchor is off by one (cites S14-R10..R13)."
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R10,requirement,"S14-R10:** Dates export as mm-dd-yyyy — for example, 05-14-2026 — matching the ShopView-wide CSV date format.",COVERED-DIRECT,SBC-EXP-04,C30162,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R11,requirement,S14-R11:** Currency values export as plain numbers with no dollar sign and no thousands separators.,COVERED-DIRECT,SBC-EXP-04,C30162,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R12,requirement,S14-R12:** Neither CSV has color. The signed Inv. Hrs value still conveys direction.,COVERED-DIRECT,SBC-EXP-04,C30162,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R13,requirement,"S14-R13:** Each CSV includes a ""Locations:"" line naming the location or locations the report is scoped to, or ""All locations"" when every location the user has access to is selected (S4-R13).",COVERED-DIRECT,SBC-EXP-03; SBC-EXP-04,C30161; C30162,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R14,requirement,"S14-R14:** The files are named for the report, the version, and the active date range: the Summary CSV is sales-by-customer-summary-{range}.csv and the Expanded CSV is sales-by-customer-expanded-{range}.csv. {range} uses this map from range label: Today → today; Yesterday → yesterday; This Week → this_week; Last Week → last_week; This Month → this_month; Last Month → last_month; This Year → this_year; Last Year → last_year; This Quarter → this_quarter; Last Quarter → last_quarter; Custom → custom. > _* Context note: for the Custom range the literal word ""custom"" is used; the actual start and e",COVERED-DIRECT,SBC-API-05; SBC-EXP-02; SBC-EXP-14,C30194; C30160; C30172,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R15,requirement,S14-R15:** Each downloaded file is plain comma-separated text with a .csv extension and opens as rows and columns in a spreadsheet; it is not an .xlsx workbook and not a JSON file.,COVERED-TEXT,SBC-EXP-02,C30160,,,COVERED-TEXT,"SBC-EXP-02 (C30160) expected 4: plain comma-separated .csv that opens as rows and columns, not .xlsx and not JSON."
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-R16,requirement,"S14-R16:** Each CSV is capped at 10,000 data rows — for the Summary CSV the customer rows; for the Expanded CSV the customer, asset, and invoice rows combined — not counting the header row or the totals row, counted on the server against the active date range, Product Type, location, Customer filter, and sort. When the result would exceed the cap, the server does not generate the file, no download starts, and the user is shown an error toast: ""This export is too large to generate. Narrow the date range or filters, then try again."" > _* Context note: the cap is a guardrail against runaway expor",COVERED-TEXT,SBC-EXP-14,C30172,,,COVERED-TEXT,"SBC-EXP-14 (C30172) is the 10,000-row cap case for BOTH CSV and PDF. Anchor cites the pre-v12 numbering (S14-R14/S15-R22). Toast wording follows Chris Ward's 2026-07-31 Q2=A suite-wide ruling, which retires the SBC spec's own variant (Rule 32 newest-wins) - spec text pending his edit, on SPEC-WATCH."
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-N1,negative,"S14-N1:** If a CSV download fails, the user is shown an error toast: ""CSV export failed."" **Edge cases:**",COVERED-DIRECT,SBC-EXP-06,C30164,,,,
Sales By Customer,SBC,14,Download as CSV (Summary and Expanded),S14-E1,edge,"S14-E1:** While a CSV download is in progress, that menu item shows a loading state and is non-interactive.",COVERED-DIRECT,SBC-EXP-06,C30164,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R1,requirement,"S15-R1:** PDF downloads are started from two items in the toolbar's overflow menu — ""Download Summary (PDF)"" and ""Download Expanded View (PDF).""",COVERED-DIRECT,SBC-EXP-01; SBC-EXP-16,C30159; C38856,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R2,requirement,"S15-R2:** The two menu items read exactly ""Download Summary (PDF)"" and ""Download Expanded View (PDF).""",COVERED-DIRECT,SBC-EXP-01; SBC-EXP-16,C30159; C38856,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R3,requirement,"S15-R3:** Both PDFs are generated on the server from the active date range, Product Type, location, Customer filter (Story 18), and sort, and contain the customers matching those filters (S18-R7).",COVERED-DIRECT,SBC-API-05; SBC-EXP-05,C30194; C30163,,,,
