internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,tier
TU-LINK-04,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,TU,TU — Deep Links,Reconciliation exception (a): an open clock is snapshotted at each report's own load instant - a difference of the elapsed time is expected,KEEP,Open-clock snapshot exception — prevents false bug reports on a known legitimate difference.,,,T1
TU-LINK-05,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,TU,TU — Deep Links,"Reconciliation exception (b): the link passes no location, so with multiple locations selected the opened view shows only the active shop",KEEP,Link passes no location — documents a real user-visible discrepancy so testers do not misfile it.,,,T1
TU-LINK-06,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,TU,TU — Deep Links,A day row's Total Hours links to Timesheet Activities for that technician on that single day,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
TU-EXP-01,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,TU,TU — Exports,The three-dot menu sits leftmost in the toolbar's action cluster and holds the three verbatim download options,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
TU-EXP-02,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,TU,TU — Exports,"The Summary PDF holds the technician rows plus the Summary, and the Expanded PDF adds every per-day breakdown",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-03,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,TU,TU — Exports,"The CSV is always summary-level, quotes comma-containing values, and downloads with the lower-case filename",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-04,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,TU,TU — Exports,"Every download covers only the selected technicians, the selected locations, and the active date range",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-05,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,TU,TU — Exports,"Downloads keep the on-screen column order and number formats but always order rows Technician A to Z, ignoring the on-screen sort",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-06,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,TU,TU — Exports,"The shop logo shows at the top of both PDF views when set, no logo shows when unset, and the CSV never includes it",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-07,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,TU,TU — Exports,Choosing a download with no technician selected is a silent no-op - no file and no message,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
TU-EXP-08,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,TU,TU — Exports,A starting download shows the Download started notification and a failed download shows Failed to download report,WEAK-KEEP,"Verbatim toast texts (""Download started""/""Failed to download report""); string conformance.",,,T2
TU-LOC-01,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,TU,TU — Location Filter,"The Location filter is the rightmost multi-select listing accessible locations, with All Locations acting as a select-all shortcut",KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
TU-LOC-02,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,TU,TU — Location Filter,"Changing the location selection reloads the report with hours pooled into one row per technician, never beyond accessible locations",KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
TU-LOC-03,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,TU,TU — Location Filter,The saved location selection restores defensively - inaccessible locations are dropped and an empty remainder falls back to the active location,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
TU-LOC-04,C30445,https://shopview.testrail.io/index.php?/cases/view/30445,TU,TU — Location Filter,Deselecting every location falls back to the active location instead of showing nothing,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
TU-LOC-05,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,TU,TU — Location Filter,A user with access to only one location still sees the Location filter with a single selectable location,WEAK-KEEP,Single-location-still-sees-filter: contradicted by pending video P33; may invert.,,,T2
TU-VIS-01,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,TU,TU — Visual & Accessibility,"All-white table with no alternating row shading, and the toolbar controls run in the specified left-to-right order",WEAK-KEEP,"All-white table / toolbar order; cosmetic, verify once.",,,T2
TU-VIS-02,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,TU,TU — Visual & Accessibility,"Dark mode keeps every report element legible, with the info icon at 3:1 contrast and the link affordance intact in both modes",WEAK-KEEP,Dark mode legibility + 3:1 contrast (tooling); one-time check.,,,T2
TU-API-01,C30449,https://shopview.testrail.io/index.php?/cases/view/30449,TU,TU — API,"The per-day breakdown is fetched from the backend on demand when a row is expanded, not shipped with the initial payload",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
TU-API-02,C30450,https://shopview.testrail.io/index.php?/cases/view/30450,TU,TU — API,"Date-range and location changes trigger a fresh server load, while the technician filter and column sorting stay on-screen only",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-TAB-01,C30451,https://shopview.testrail.io/index.php?/cases/view/30451,WIP,WIP — Tabs,Work In Progress appears in the reports navigation under the Performance group,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,,,T2
WIP-TAB-02,C30452,https://shopview.testrail.io/index.php?/cases/view/30452,WIP,WIP — Tabs,"The report opens with four tabs in a fixed order and ""Approved - partially completed"" selected by default",KEEP,Four fixed tabs + default tab — the report's primary structure.,,,T1
WIP-TAB-03,C30453,https://shopview.testrail.io/index.php?/cases/view/30453,WIP,WIP — Tabs,"Each tab label shows the count of work orders in that tab in parentheses, including ""(0)"" for an empty tab",KEEP,"Tab counts match the listed rows — a real integrity check, including ""(0)"".",,,T1
WIP-TAB-04,C30454,https://shopview.testrail.io/index.php?/cases/view/30454,WIP,WIP — Tabs,"The browser page title reads ""Work In Progress - Report | ShopView""",MERGE,Browser-title assertion; folds into the nav/open case.,G-WIP-NAV,WIP-TAB-01,T2
WIP-TAB-05,C30455,https://shopview.testrail.io/index.php?/cases/view/30455,WIP,WIP — Tabs,"There is no Trend / over-time tab or chart — expected in this version, do not file as a defect",KEEP,No Trend tab / snapshot not read by any screen — prevents false expectations and false bugs.,,,T1
WIP-SCOPE-01,C30456,https://shopview.testrail.io/index.php?/cases/view/30456,WIP,WIP — Scope & Loading,"Every open service work order (Estimate, Approved, In Progress, Review, Complete) at a selected location appears in the report",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
WIP-SCOPE-02,C30457,https://shopview.testrail.io/index.php?/cases/view/30457,WIP,WIP — Scope & Loading,"Invoiced, Paid, and Declined work orders and part-sale work orders never appear anywhere in the report",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
WIP-SCOPE-03,C30458,https://shopview.testrail.io/index.php?/cases/view/30458,WIP,WIP — Scope & Loading,"Each qualifying work order appears exactly once in exactly one tab, including an open job with nothing approved yet",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
WIP-SCOPE-04,C30459,https://shopview.testrail.io/index.php?/cases/view/30459,WIP,WIP — Scope & Loading,"While loading, the standard reports loading indicator shows and existing rows are replaced only when new data returns",WEAK-KEEP,"Loading indicator behavior; framework, verify once.",,,T2
WIP-SCOPE-05,C30460,https://shopview.testrail.io/index.php?/cases/view/30460,WIP,WIP — Scope & Loading,"When no work order qualifies, every tab shows ""Empty bays, endless possibilities. Get Going!"" and no Totals row",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T2
WIP-SCOPE-06,C30461,https://shopview.testrail.io/index.php?/cases/view/30461,WIP,WIP — Scope & Loading,A single empty tab shows the no-data message while the other tabs still show their rows,MERGE,Single-tab-empty variant of SCOPE-05; a second scenario row.,G-WIP-EMPTY,WIP-SCOPE-05,T2
WIP-PLACE-01,C30462,https://shopview.testrail.io/index.php?/cases/view/30462,WIP,WIP — Tab Placement,An Estimate work order lands in the Estimates tab and a Complete work order lands in the Completed tab,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
WIP-PLACE-02,C30463,https://shopview.testrail.io/index.php?/cases/view/30463,WIP,WIP — Tab Placement,"In Progress and Review work orders land in the ""Approved - partially completed"" tab",MERGE,Status->tab mapping row; PLACE-01/02 are one mapping case with a table.,G-WIP-PLACE-STATUS,WIP-PLACE-01,T2
WIP-PLACE-03,C30464,https://shopview.testrail.io/index.php?/cases/view/30464,WIP,WIP — Tab Placement,"An Approved work order with clocked time or a received part lands in ""Approved - partially completed""",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
WIP-PLACE-04,C30465,https://shopview.testrail.io/index.php?/cases/view/30465,WIP,WIP — Tab Placement,"An Approved work order with no clocked time and no received part lands in ""Approved - not started""",MERGE,The other side of the started-boundary rule PLACE-03 tests; one boundary case.,G-WIP-PLACE-START,WIP-PLACE-03,T2
WIP-COL-01,C30466,https://shopview.testrail.io/index.php?/cases/view/30466,WIP,WIP — Columns & Rows,"With every column turned on, the columns appear in the fixed left-to-right order with the specified alignment",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
WIP-COL-02,C30467,https://shopview.testrail.io/index.php?/cases/view/30467,WIP,WIP — Columns & Rows,On a first visit only the default columns show; the rest are available in the column selector and off by default,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
WIP-COL-03,C30468,https://shopview.testrail.io/index.php?/cases/view/30468,WIP,WIP — Columns & Rows,"The WO # is a link that opens the work order in the same browser tab, with browser back returning to the report",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
WIP-COL-04,C30469,https://shopview.testrail.io/index.php?/cases/view/30469,WIP,WIP — Columns & Rows,Status shows as a color-coded badge whose label text is always present (color is never the only signal),KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
WIP-COL-05,C30470,https://shopview.testrail.io/index.php?/cases/view/30470,WIP,WIP — Columns & Rows,"The Asset cell is two lines (bold unit number over a muted VIN), with placeholders when either is missing, and VIN is also its own optional column",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
WIP-COL-06,C30471,https://shopview.testrail.io/index.php?/cases/view/30471,WIP,WIP — Columns & Rows,"Customer shows the customer's company name, and is blank when no customer name exists",WEAK-KEEP,"Customer-name-or-blank; restates a default rendering, low value.",,,T2
WIP-COL-07,C30472,https://shopview.testrail.io/index.php?/cases/view/30472,WIP,WIP — Columns & Rows,"Days Open shows whole days since creation and reads ""0 days"" / ""1 days"" (not pluralized) — expected, do not file",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
WIP-COL-08,C30473,https://shopview.testrail.io/index.php?/cases/view/30473,WIP,WIP — Columns & Rows,"Last Activity shows ""Today"", ""Xd ago"", or ""—"" when the work order has no recorded activity",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
WIP-CALC-01,C30474,https://shopview.testrail.io/index.php?/cases/view/30474,WIP,WIP — Earned & Remaining,"Money columns show US-dollar currency with two decimals, thousands separators, a leading minus for negatives, and ""$0.00"" for zero",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-02,C30475,https://shopview.testrail.io/index.php?/cases/view/30475,WIP,WIP — Earned & Remaining,"Labor Earned is the clocked share of each approved line's quoted labor value, capped at the full quoted value per line",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-03,C30476,https://shopview.testrail.io/index.php?/cases/view/30476,WIP,WIP — Earned & Remaining,Labor Remaining is the total quoted value of the approved labor minus Labor Earned,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-04,C30477,https://shopview.testrail.io/index.php?/cases/view/30477,WIP,WIP — Earned & Remaining,Parts Earned is the sell value of approved-line parts already received,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-05,C30478,https://shopview.testrail.io/index.php?/cases/view/30478,WIP,WIP — Earned & Remaining,Parts Remaining is the outstanding (not yet received) quantity valued at its sell price including any core charge,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,WIP,WIP — Earned & Remaining,"Earned = Labor Earned + Parts Earned, Remaining = Labor Remaining + Parts Remaining, and Total = Earned + Remaining (not the work order's grand total)",KEEP,"Total = Earned + Remaining, NOT the WO grand total — the report's central definitional contract.",,,T1
WIP-CALC-07,C30480,https://shopview.testrail.io/index.php?/cases/view/30480,WIP,WIP — Earned & Remaining,Lines that are not yet approved contribute nothing to any money figure,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,WIP,WIP — Earned & Remaining,"Inv. Hrs shows quoted minus worked labor hours as a signed one-decimal number, colored green/red, with ""0.0"" unsigned in the default color",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-CALC-09,C30482,https://shopview.testrail.io/index.php?/cases/view/30482,WIP,WIP — Earned & Remaining,"An open estimate with no approved work shows ""$0.00"" in every money column, including Total",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
WIP-SORT-01,C30483,https://shopview.testrail.io/index.php?/cases/view/30483,WIP,WIP — Sorting,The initial sort is Days Open with the longest-open work order first,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
WIP-SORT-02,C30484,https://shopview.testrail.io/index.php?/cases/view/30484,WIP,WIP — Sorting,"Clicking a header sorts ascending, clicking again toggles descending, with no third cleared state and one sort column at a time",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
WIP-SORT-03,C30485,https://shopview.testrail.io/index.php?/cases/view/30485,WIP,WIP — Sorting,"Columns sort by their underlying values — money/numbers by value, Days Open by day count, Status by label, text columns as text, Asset by unit number",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
WIP-SORT-04,C30486,https://shopview.testrail.io/index.php?/cases/view/30486,WIP,WIP — Sorting,Sorting reorders only the active tab's rows and the Totals row stays at the bottom,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
WIP-SUM-01,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,WIP,WIP — Summary Strip,"The summary strip shows seven figures in a fixed order, each as US-dollar currency",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-SUM-02,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,WIP,WIP — Summary Strip,"Total Earned is the hero figure (larger, colored underline) and equals Started — Earned plus Ready to Invoice",KEEP,Hero figure math (Total Earned = Started-Earned + Ready to Invoice) — the number Chris said users come for.,,,T1
WIP-SUM-03,C30489,https://shopview.testrail.io/index.php?/cases/view/30489,WIP,WIP — Summary Strip,Total Remaining equals Not Started plus Started — Remaining,KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,WIP,WIP — Summary Strip,"The per-stage figures each equal the matching tab's money: Not Started, Started — Earned, Started — Remaining, and Ready to Invoice",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-SUM-05,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,WIP,WIP — Summary Strip,"The Estimates figure is the Estimates tab's total quoted value, shown muted, and excluded from Total Earned and Total Remaining",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-SUM-06,C30492,https://shopview.testrail.io/index.php?/cases/view/30492,WIP,WIP — Summary Strip,"Changing the advisor, customer, or asset filter recomputes every summary figure immediately, with no reload",MERGE,Strip recompute on filter change — already asserted by FLT-08.,G-WIP-RECOMPUTE,WIP-FLT-08,T2
WIP-SUM-07,C30493,https://shopview.testrail.io/index.php?/cases/view/30493,WIP,WIP — Summary Strip,"Each summary figure's information icon reveals its plain-language explanation, verbatim per the spec",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,WIP,WIP — Totals Row,"Each tab has a Totals row pinned to the bottom, labeled ""Totals"", with a bold pinned Total cell and the same number formats as data rows",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-TOT-02,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,WIP,WIP — Totals Row,"The Totals row sums each visible money column, and the Inv. Hrs total keeps the signed one-decimal format and coloring",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
WIP-TOT-03,C30496,https://shopview.testrail.io/index.php?/cases/view/30496,WIP,WIP — Totals Row,"The Totals row recomputes whenever the advisor, customer, or asset filter changes",MERGE,Totals-row recompute on filter change — already asserted by FLT-08.,G-WIP-RECOMPUTE,WIP-FLT-08,T2
WIP-TOT-04,C30497,https://shopview.testrail.io/index.php?/cases/view/30497,WIP,WIP — Totals Row,A tab with no visible jobs shows no Totals row,CUT,"Duplicate: ""empty tab shows no Totals row"" is already an expected line of WIP-SCOPE-05 and WIP-SCOPE-06.",,,-
WIP-FLT-01,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,WIP,WIP — Filters,The Advisor filter is a multi-select of the advisors present in the loaded jobs and narrows rows on screen only,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,WIP,WIP — Filters,"The Customer filter is a searchable type-ahead multi-select reading ""All customers"" when empty, with a ""Clear"" action once a customer is selected",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,WIP,WIP — Filters,"The Asset filter's type-ahead matches either the unit number or the vehicle identification number, and reads ""All assets"" when empty",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,WIP,WIP — Filters,"The date-range control offers the standard presets plus Custom, defaults to ""This Week"", and does not offer ""All Time""",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-05,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,WIP,WIP — Filters,"The date range filters by the work order's created date, reloads the report on change, and a Custom range is capped at 366 days",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,WIP,WIP — Filters,"The Location filter (rightmost) is a multi-select with an ""All locations"" / ""Clear all"" toggle, defaults to the active location, and reloads on change",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-07,C30504,https://shopview.testrail.io/index.php?/cases/view/30504,WIP,WIP — Filters,"The location scope never includes an inaccessible location, and an empty selection falls back to the user's active location",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,WIP,WIP — Filters,"Advisor, customer, and asset filters combine with AND, feed the strip and Totals rows, and an empty combination shows the no-data message",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
WIP-PERS-01,C30506,https://shopview.testrail.io/index.php?/cases/view/30506,WIP,WIP — Column Selection & Persistence,"The column-selection icon button (tooltip ""Column Selection"") toggles columns, and Total is not offered and cannot be turned off",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T2
WIP-PERS-02,C30507,https://shopview.testrail.io/index.php?/cases/view/30507,WIP,WIP — Column Selection & Persistence,"Toggling columns never reorders them (Total always last), and the column selection applies to all four tabs at once",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T2
WIP-PERS-03,C30508,https://shopview.testrail.io/index.php?/cases/view/30508,WIP,WIP — Column Selection & Persistence,"The report remembers the date range, filter selections, location, columns, and active tab per browser and restores them on return",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
WIP-PERS-04,C30509,https://shopview.testrail.io/index.php?/cases/view/30509,WIP,WIP — Column Selection & Persistence,A saved setting that is no longer valid falls back to its default instead of breaking the view,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
WIP-EXP-01,C30510,https://shopview.testrail.io/index.php?/cases/view/30510,WIP,WIP — Exports,"A three-dot toolbar menu holds ""Download (PDF)"" and ""Download (CSV)""",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
WIP-EXP-02,C30511,https://shopview.testrail.io/index.php?/cases/view/30511,WIP,WIP — Exports,"Downloads contain only the shown columns in screen order, honor all filters, and include the tab's Totals row",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
WIP-EXP-03,C30512,https://shopview.testrail.io/index.php?/cases/view/30512,WIP,WIP — Exports,"Downloaded money and Inv. Hrs values keep the on-screen formats, and CSV values containing commas are double-quoted",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
WIP-EXP-04,C30513,https://shopview.testrail.io/index.php?/cases/view/30513,WIP,WIP — Exports,The Inv. Hrs green/red coloring appears on screen and in the PDF only — the CSV is monochrome,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
WIP-EXP-05,C30514,https://shopview.testrail.io/index.php?/cases/view/30514,WIP,WIP — Exports,Days Open in a download is frozen at the moment the file is generated (and can be one day higher than the screen),KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
WIP-EXP-06,C30515,https://shopview.testrail.io/index.php?/cases/view/30515,WIP,WIP — Exports,"The downloaded files are named ""wip-2-report.pdf"" and ""wip-2-report.csv"" — expected current names, do not file",KEEP,"Odd ""wip-2-report"" filenames documented as expected — prevents a false bug ticket.",,,T2
WIP-EXP-07,C30516,https://shopview.testrail.io/index.php?/cases/view/30516,WIP,WIP — Exports,"In downloads the asset column is headed ""Unit"" and the location column ""Branch"" — documented limitation, do not file",KEEP,Unit/Branch export headers documented as expected v1 — prevents a false bug ticket.,,,T1
WIP-EXP-08,C30517,https://shopview.testrail.io/index.php?/cases/view/30517,WIP,WIP — Exports,The PDF shows the shop logo at the top when one is set; the CSV never includes a logo,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
WIP-EXP-09,C30518,https://shopview.testrail.io/index.php?/cases/view/30518,WIP,WIP — Exports,"Export notifications: success caption, ""Empty export"" warning, and the failure error message",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
WIP-VIS-01,C30519,https://shopview.testrail.io/index.php?/cases/view/30519,WIP,WIP — Visual & Accessibility,Each tab uses an all-white table with no alternating row shading,WEAK-KEEP,"All-white/no-zebra; cosmetic, verify once.",,,T2
WIP-VIS-02,C30520,https://shopview.testrail.io/index.php?/cases/view/30520,WIP,WIP — Visual & Accessibility,"The summary strip is a bold band delineated by a top and bottom rule, above the tabs — not separate cards",WEAK-KEEP,"Strip band styling (rules, not cards); cosmetic.",,,T2
WIP-VIS-03,C30521,https://shopview.testrail.io/index.php?/cases/view/30521,WIP,WIP — Visual & Accessibility,The Total column (header and cells) is bold and stays pinned to the right edge while scrolling the rows sideways,WEAK-KEEP,Bold/pinned Total column styling; overlaps TOT-01; cosmetic-leaning.,,,T2
WIP-VIS-04,C30522,https://shopview.testrail.io/index.php?/cases/view/30522,WIP,WIP — Visual & Accessibility,"The Totals row stays visible at the bottom while scrolling, the report fills the height, and only the active tab's table body scrolls",WEAK-KEEP,"Scroll-container/fill-height behavior; framework-leaning, verify once.",,,T2
WIP-VIS-05,C30523,https://shopview.testrail.io/index.php?/cases/view/30523,WIP,WIP — Visual & Accessibility,The WO # link is keyboard-focusable with a visible focus indicator and opens the work order on activation,KEEP,Accessibility/visual conformance requirement from the spec.,,,T2
WIP-VIS-06,C30524,https://shopview.testrail.io/index.php?/cases/view/30524,WIP,WIP — Visual & Accessibility,Each summary figure's information icon is reachable by keyboard and exposes its explanation to assistive technology,KEEP,Accessibility/visual conformance requirement from the spec.,,,T2
WIP-VIS-07,C30525,https://shopview.testrail.io/index.php?/cases/view/30525,WIP,WIP — Visual & Accessibility,"In dark mode the table, summary strip, WO # link, Inv. Hrs coloring, and two-line asset cell remain legible with adequate contrast",WEAK-KEEP,Dark mode legibility; verify once.,,,T2
WIP-PERM-01,C30526,https://shopview.testrail.io/index.php?/cases/view/30526,WIP,WIP — Permissions,A user with the Work In Progress reports permission can open the report and download it — the one permission covers both,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
WIP-PERM-02,C30527,https://shopview.testrail.io/index.php?/cases/view/30527,WIP,WIP — Permissions,A user without the required permission does not see Work In Progress in the reports navigation,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
WIP-API-01,C30528,https://shopview.testrail.io/index.php?/cases/view/30528,WIP,WIP — API,"Nightly snapshot: once per day the system records one row per then-open work order, per calendar date",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-API-02,C30529,https://shopview.testrail.io/index.php?/cases/view/30529,WIP,WIP — API,"Nightly snapshot: each row captures the work order, status, Earned, Remaining, location, organization, and the snapshot's calendar date",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-API-03,C30530,https://shopview.testrail.io/index.php?/cases/view/30530,WIP,WIP — API,Nightly snapshot: captured Earned and Remaining use the identical computation as the on-screen report for the capture date,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-API-04,C30531,https://shopview.testrail.io/index.php?/cases/view/30531,WIP,WIP — API,"Nightly snapshot: the capture uses the report's service-type and open-status conditions and spans every location, with no user location filter",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-API-05,C30532,https://shopview.testrail.io/index.php?/cases/view/30532,WIP,WIP — API,Nightly snapshot: captured dollar values are stored to the cent,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
WIP-API-06,C30533,https://shopview.testrail.io/index.php?/cases/view/30533,WIP,WIP — API,"Nightly snapshot: a work order with nothing approved is captured with Earned $0.00 and Remaining $0.00, not skipped",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
