id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
PV-NAV-02,C30323,https://shopview.testrail.io/index.php?/cases/view/30323,PV,NAV,First visit: date range defaults to This Year and data is fetched automatically,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-NAV-03,C30324,https://shopview.testrail.io/index.php?/cases/view/30324,PV,NAV,A loading indicator shows and old rows are replaced only when data returns,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-PERM-01,C30325,https://shopview.testrail.io/index.php?/cases/view/30325,PV,PERM,A user with ordinary reports access can load the report and export it,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-PERM-02,C30326,https://shopview.testrail.io/index.php?/cases/view/30326,PV,PERM,Without the Manager or Office User role the report entry is not shown,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-PERM-03,C30327,https://shopview.testrail.io/index.php?/cases/view/30327,PV,PERM,Ordinary reports access alone opens Parts Velocity and its export,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-01,C30328,https://shopview.testrail.io/index.php?/cases/view/30328,PV,FILT,"Type filter: single-select, first in row, three options, default Both; reloads",CORRECT AS IS,Expected,Type options are exactly Both / Inventory / Special Order - the rename Chris made is live.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
PV-FILT-03,C30330,https://shopview.testrail.io/index.php?/cases/view/30330,PV,FILT,Date range selector offers exactly the eleven bounded options and no All Time,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-04,C30331,https://shopview.testrail.io/index.php?/cases/view/30331,PV,FILT,A Custom date range needs valid dates and rejects a span over 366 days,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-05,C30332,https://shopview.testrail.io/index.php?/cases/view/30332,PV,FILT,Category and Vendor multi-select filters limit the table to matching parts,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-06,C30333,https://shopview.testrail.io/index.php?/cases/view/30333,PV,FILT,"Toolbar search matches part number or description, case-insensitively",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-07,C30334,https://shopview.testrail.io/index.php?/cases/view/30334,PV,FILT,All active filters combine with AND logic,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-08,C30335,https://shopview.testrail.io/index.php?/cases/view/30335,PV,FILT,The Bin multi-select limits the table to parts stocked in those bins,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-09,C30336,https://shopview.testrail.io/index.php?/cases/view/30336,PV,FILT,Bin filter excludes special-order rows; Bin plus that Type is empty by design,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-10,C30337,https://shopview.testrail.io/index.php?/cases/view/30337,PV,FILT,"Location filter is rightmost, defaults to the active location, accessible-only",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-11,C30338,https://shopview.testrail.io/index.php?/cases/view/30338,PV,FILT,Empty state shows the standard no-data message when no parts match the filters,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-12,C30339,https://shopview.testrail.io/index.php?/cases/view/30339,PV,FILT,Parts with no category; vendor or bin are excluded when that filter is on,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-FILT-13,C30340,https://shopview.testrail.io/index.php?/cases/view/30340,PV,FILT,Parts Velocity: the Location filter is hidden for a one-location user,DEVIATION,Expected,CURRENT: single-location Location filter hidden  ||  PROPOSED: NO CHANGE - same live observation as C30216.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
PV-FILT-14,C38914,https://shopview.testrail.io/index.php?/cases/view/38914,PV,FILT,"The Location column shows only with more than one location, leftmost before Type",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering behaviour was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-01,C30341,https://shopview.testrail.io/index.php?/cases/view/30341,PV,ROW,A part stocked at two selected locations shows as two per-location rows,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-02,C30342,https://shopview.testrail.io/index.php?/cases/view/30342,PV,ROW,A Special Order part is one merged row summed across selected locations,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-03,C30343,https://shopview.testrail.io/index.php?/cases/view/30343,PV,ROW,"Rows load ranked by Demand descending, indicator on the Demand header",PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-04,C30344,https://shopview.testrail.io/index.php?/cases/view/30344,PV,ROW,"A header click sorts ascending first, toggles, and places nulls by direction",PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-05,C30345,https://shopview.testrail.io/index.php?/cases/view/30345,PV,ROW,"Sticky header, all-left alignment on screen, and plain-text Type values",PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-06,C30346,https://shopview.testrail.io/index.php?/cases/view/30346,PV,ROW,Info icons sit on Units Sold; Demand and Turns / Yr with descriptions,EDIT NEEDED,Expected,"CURRENT: ""Turns / Yr""  ||  PROPOSED: The build's header is ""Turns/Yr"" with no spaces. The three info icons are present on Units Sold, Demand and Turns/Yr as asserted; the tooltip TEXTS were not read this run.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
PV-ROW-07,C30347,https://shopview.testrail.io/index.php?/cases/view/30347,PV,ROW,Description; Category and Vendor truncate on hover; Part # never does,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-08,C30348,https://shopview.testrail.io/index.php?/cases/view/30348,PV,ROW,Em-dash only in nullable fields; counts and Revenue/Margin are never null,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-09,C30349,https://shopview.testrail.io/index.php?/cases/view/30349,PV,ROW,"An inventory part drops out only with no movement, no stock and no revenue",PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,PV,ROW,A sale invoiced then fully reversed shows Demand 1 with Units Sold 0.00,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,PV,COL,Column picker lists all 20 columns and never offers the internal cost,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,PV,COL,First visit shows exactly the 14 default columns in the specified order,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,PV,COL,"A re-enabled column returns to its canonical slot, with no reload",CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-04,C30354,https://shopview.testrail.io/index.php?/cases/view/30354,PV,COL,Filters; columns and sort are remembered per browser before the first fetch,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-05,C30355,https://shopview.testrail.io/index.php?/cases/view/30355,PV,COL,A saved value that is no longer valid falls back to that setting's default,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-06,C30356,https://shopview.testrail.io/index.php?/cases/view/30356,PV,COL,A different user signing in on the same browser inherits the saved view,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,PV,COL,All 20 columns can be hidden; the empty selection is never restored,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-CALC-01,C30359,https://shopview.testrail.io/index.php?/cases/view/30359,PV,CALC,Units Sold for an inventory part is net stock movement,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-CALC-02,C30360,https://shopview.testrail.io/index.php?/cases/view/30360,PV,CALC,"Special Order Units Sold = in-window request quantity, net of reversals",PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
